person,tran_count,tran_amoun_tot,tran_amoun_mean,tran_amoun_max,tran_amoun_min
0f54094029ca4107bfd36203aeb3ed14,3,33.1,11.0,13.7,9.4
0f5cb923d0a74415aca9ce5dd0c60e46,4,79.0,19.8,26.4,8.0
0f5cd14cf15242bfabac7836af6b1653,12,295.1,24.6,40.6,15.1
0f5f04b19ad149eab00dca33360fb8e2,7,10.6,1.5,4.6,0.0
0f628df0d3fb4e1192f156de98ec4a0b,1,11.2,11.2,11.2,11.2
0f637145a20445b1bfb484df49062340,8,221.9,27.7,37.6,22.2
0f6496ef526940d3a2e091ed2a3056d7,13,215.7,16.6,25.8,9.8
0f6b76564fbb446c977f5330b3d8567c,13,31.0,2.4,5.8,0.6
0f6cf9619c4341e89a099e951300a2ea,6,84.0,14.0,17.1,10.3
0f6d41cb9bd144e3b091286856d12f5c,5,17.5,3.5,6.0,2.0
0f6ff347c72c45ecb8a10010061419cb,16,46.8,2.9,7.1,0.3
0f7594c807334a22a181ffe7a0e6f1b9,5,16.8,3.4,7.2,0.9
0f792a0ea8cb4a6c86cf52c055f1510f,6,112.1,18.7,23.4,12.3
0f805acee74a41569d7a467285231bf0,2,58.5,29.3,40.4,18.2
0f876bcb1d2f48b9bb905d31e72ea01c,9,18.0,2.0,3.6,0.8
0f89bd1fee15490dab326aa5ea95eccc,8,17.3,2.2,5.0,0.9
0f947d450cb4409b8084bb342cfc895e,10,26.7,2.7,7.4,0.4
0f9b11a3bcde4537aab7f8560460096d,4,7.0,1.8,3.8,0.6
0fa15afeba8742808fac651d0611a018,4,19.0,4.7,15.7,0.2
0fa86ae026dc4ed3a9ec0f4676239e9d,2,66.7,33.3,39.4,27.3
0fa904f04da74ef5bd2bd52cd22fc792,5,127.3,25.5,39.0,19.2
0fa9cb0814914f778995e061d4460e1a,22,56.2,2.6,5.8,0.4
0faa918444744117808623014e14ce7e,15,70.4,4.7,14.5,0.3
0fb53c5429d54a50a82803a7e1f03f25,14,29.1,2.1,6.5,0.3
0fb6a9f16f5d4ef19645892199b798a1,4,10.5,2.6,4.6,1.1
0fc637442b954432b13c360af61d4256,16,229.2,14.3,22.8,8.1
0fc77fd7b2b24809826e1d3825fed3d8,12,240.6,20.1,24.9,13.0
0fc796ac46bb4532bf8d4ef0e43851cc,4,99.6,24.9,32.4,18.1
0fc95fc35cb146e7a494f12c47081d20,10,223.3,22.3,30.7,16.4
0fca718a20f74f078c4fb7cc1cbd7c77,6,91.4,15.2,22.2,6.8
0fd8305cb5f94b369ed682d8940176c9,7,90.4,12.9,20.8,5.3
0fd94650b0bd46c29140b2742eed0bea,8,23.8,3.0,5.1,1.2
0fda2dbf2fc047ffb6910ca2134cbdd3,11,157.8,14.3,24.3,4.7
0fe1d8274f7f42d1b211529b939c7b08,8,92.8,11.6,14.0,7.3
0fe517e9c3c841518e39be9bf741807a,15,264.0,17.6,29.1,10.8
0feae7e549c7437e9f8d8dfb65423fc6,4,81.9,20.5,29.4,9.1
0fef5deff281421ea470b939ffce1e30,7,200.9,28.7,43.5,19.3
0ff208c9b551457db756758715073af5,11,82.3,7.5,12.1,2.0
0ff34474e5b245b79f396d4c5ddef96c,3,12.4,4.1,9.5,1.2
0ff3736229e8441782cd2ff18571e2c5,8,23.2,2.9,8.4,0.0
0ff55591a7c54f74b0c125c9ba18590d,14,150.4,10.7,20.1,4.0
100a681a8c534df095ee4aedfe9fdc22,10,629.3,62.9,459.2,7.4
100c2a889ba6424f9237fbfe0347c526,6,16.2,2.7,6.5,0.6
101cb7cd41fb4aca81bc57af7c61b9ac,20,63.4,3.2,10.1,0.0
10293859aee544a8910d06dc0c62c7e7,12,133.3,11.1,29.5,3.5
1029b283ed2d4fa8b3a97e2063fc8d4e,4,98.5,24.6,28.1,18.7
102e9454054946fda62242d2e176fdce,14,213.5,15.2,21.1,8.0
102f765955ad4c28b922dc7858729f16,8,186.1,23.3,34.8,13.4
10316535e185400fb093c371d62254e3,13,28.9,2.2,7.4,0.2
1037671bee8d419d8bbc2105f4cd00ba,3,60.0,20.0,35.8,7.0
1037d130e5e14c1a8b40bbf7219fb9a8,5,104.4,20.9,30.9,12.3
103e3c78ecbe43b49640ce8368fae444,7,150.7,21.5,26.0,18.2
1040712c862d47c2acd6bc1288e15648,9,169.1,18.8,27.6,10.3
1042af9d04334a29beb957a03a850b9e,12,201.2,16.8,34.4,7.2
1044403864ed41af9cc17577c185abc4,3,29.5,9.8,13.3,6.4
104a73b6d8f049f0bdc9388ef4998526,12,270.8,22.6,34.4,11.0
104cbbfdad2848a697b4632d871acc3c,10,20.4,2.0,4.7,0.2
1058819f0dc84deabaa8efb0cba592a8,12,124.1,10.3,16.8,4.1
105b50604fdc47298aa592d8946b8ac5,8,16.7,2.1,5.9,0.2
105d0d099b314fa7bf432307e1bb4166,6,12.7,2.1,4.0,0.6
1063ada827b040238f9d076ba71e6522,6,19.7,3.3,5.8,0.7
106a0aa3ec754404b210cfce31790970,12,354.0,29.5,252.8,4.5
106b6653b9814b478fccecb0a22546f0,11,105.7,9.6,22.3,4.6
106c1ac833bc4bf7a9a8a1bf22340cac,9,207.5,23.1,37.9,9.0
106ebd92bff94148b4948f52079e87dc,10,20.3,2.0,5.9,0.2
1070b290f0474d14ae9c3ea18900662f,19,173.0,9.1,100.9,0.3
1072640954974f2a9b4aff013d6c827f,3,42.9,14.3,25.5,8.4
107ac28a201644068086b76c5de02fc8,2,45.4,22.7,26.7,18.7
107c2d7acb4749428bc169dc0c29733b,2,32.4,16.2,19.5,13.0
107e20bafe4c43b9ac081307cb37f9ac,3,65.7,21.9,24.6,19.2
10814621208d42cd98eead9ea704eb47,3,6.9,2.3,2.8,1.7
108651eb092b490d85cb4f8e492040a4,10,187.6,18.8,31.6,11.2
1086697ae27644858779677adbe3321d,9,21.7,2.4,6.1,0.4
10866c6b50f8488c90749df891cc31ef,7,112.0,16.0,25.1,11.9
10959e2d58c44e619045135b32b4f255,6,12.2,2.0,6.5,0.6
10983bae435748a3a300222adc9ee9ed,6,26.8,4.5,10.8,0.4
109847d6d26e41999625e2db5bacf2ef,8,209.5,26.2,34.0,15.4
1099fec5d4bd4c9caf1d9c29619b5a4c,8,19.7,2.5,7.5,0.4
10a22481775043e1ba9776077e46c483,7,127.9,18.3,22.8,12.0
10a5da9c4e80439286db884a52de6618,9,88.6,9.8,17.2,6.0
10af934bbfb641a49d9376d61dcb203a,4,106.4,26.6,31.6,21.8
10b64048925443fd8ec2792ea63de78c,14,146.3,10.4,25.8,3.8
10b65a9ff6c24c45b07de5d3bdcd8e33,13,47.0,3.6,8.8,0.8
10b82c47a87a403abe13dde32c5af8fc,1,0.4,0.4,0.4,0.4
10ba807d1eba42c1a308633e8918bed3,7,17.4,2.5,8.8,0.4
10ba891b9e464523b07bef8eceba125c,9,260.4,28.9,39.5,19.1
10c4dfe0dd3940a4bc00b19c3e750764,3,30.0,10.0,11.0,8.4
10c7525110514c32bf1b726e5274defe,7,81.1,11.6,15.8,8.0
10c856f91710429d96c76e1cb4e0c3a5,10,244.2,24.4,34.1,10.1
10c8734cbcc744a1975c581e4382d168,5,23.6,4.7,12.2,1.0
10c9361517054a538aade27e19884bbc,8,24.6,3.1,5.7,0.6
10cbaa18d359457d899edf285d85a9b4,13,183.9,14.1,120.3,0.3
10cdcf9677bf4ee382d6395f4715686a,10,248.4,24.8,37.3,16.7
10d6b9fa4ba04fcf81fae5bbf6ccedcb,9,195.1,21.7,30.2,16.9
10dd862f7cdf4de196f567140f23d7f6,3,70.4,23.5,24.9,22.0
10df5013f7904a138b004993150e4c8a,12,27.3,2.3,4.1,0.1
10df92b3876142e8a6745c86276057e7,13,256.2,19.7,26.4,9.5
10e4aeef401f4b7d8a700e365cca1a4b,11,84.5,7.7,12.3,2.3
10e91caab3de4d23aa61963754483a33,4,92.6,23.1,27.5,17.9
10f3c43478264fbab57b9e13c701c05b,7,104.0,14.9,19.8,9.3
10f65c82431e4b73bb74ec02be0b60e4,5,65.0,13.0,18.0,8.8
10f7af1a6eb943e58c133d1043866c35,10,1036.7,103.7,839.5,13.3
10f8311374194911a882362458020ebd,6,129.9,21.6,33.4,10.4
10fb6eee170242c1b1ad9fc2299f5485,2,8.2,4.1,5.4,2.8
11035b3619104703a57e7bafeb165163,18,289.9,16.1,24.3,6.2
110afab45a7f46d8be78a01b954ad3e7,3,14.7,4.9,7.5,1.0
110c4dd23ecd4d5f8fe5d462f4157120,3,44.2,14.7,20.7,6.9
110ed1f7717947f49601171c5954a78d,2,2.5,1.3,2.4,0.1
1113ece8623c4158abba83a8d6ff280d,15,60.9,4.1,10.6,0.3
111b40bd65784e179b2e7ba13c481ca2,9,100.6,11.2,17.7,5.8
111b775a2e034c70b33a94936c2a0a73,10,157.3,15.7,24.3,7.1
111c0a4934bb4e2d8fb18ced11c5206e,7,131.6,18.8,25.6,13.2
111c8272538f468c9801fd22d16ffcdc,10,22.2,2.2,6.1,0.1
111e7c7f12e44468be1b5cba95e95a23,6,29.2,4.9,13.3,0.6
112332d9986546f8a58ca5b77f9d823e,5,59.0,11.8,17.1,5.9
1126f32b64ae44e9af6e0c8ce5f75dd9,4,6.0,1.5,3.1,0.3
11272c6ccf0c40fb8b30a88711a57bf5,11,36.6,3.3,9.2,0.7
112cc38e64174facabfd265a62fc44c5,4,15.1,3.8,9.0,0.9
11397ef4dbd94143819baaae093e621a,9,212.1,23.6,35.2,16.9
113e6ab5018445b7a02f53e2362df509,3,54.7,18.2,22.4,13.2
113f3f07ac2b4f8b940d6136233ae3ee,10,9.2,0.9,3.5,0.0
113f6d5a97c645d7b548104dff643738,6,10.9,1.8,2.7,0.4
11423ed89bbb4f78943e6667fa9eee86,5,15.5,3.1,6.7,0.7
1148ad32c9a74c2096e4cbbbf8bf681f,9,118.9,13.2,24.1,7.9
11502ba3e3604bc1a1eb8b945c3f1eb5,7,177.9,25.4,35.8,15.8
115bb87faca04ed7b545f8b8e95b2dd7,7,160.7,23.0,32.6,11.0
115ef694cb0b4dd99dbfeebd15cd3b0f,23,74.7,3.2,9.8,0.3
116393991ba444a8b21f3e4138318e67,2,2.5,1.3,1.6,0.9
11642a741bf64c9f917cb5439cb4d580,5,10.6,2.1,4.9,0.3
1166e30906394c4dba2e6dfa7cd7b465,5,98.9,19.8,22.8,13.9
116b28e2983c44039eb8b20292742c94,4,14.1,3.5,6.4,1.2
116f72494d5e45b794be3caaa31f4675,8,204.5,25.6,35.2,16.2
1171d3d36718435a8a69c8c9e7a04867,3,63.8,21.3,23.4,17.5
1171da73059e4fc0847181bfcc0fce7f,5,18.8,3.8,6.6,1.8
11739d2b18cb43eeaeefb9806a252874,17,162.6,9.6,17.7,2.7
1174368d584d4d019b50eae0719b46d1,9,604.3,67.1,507.4,4.7
1184d2054c9c44c9adea0068d8bdd508,6,11.8,2.0,5.3,0.4
119883e8c6b04528a91360e82d4f07c6,5,93.0,18.6,22.7,11.4
1198b4f74e174c48b89a45b877c9d039,5,135.2,27.0,35.2,18.6
1199ff8c90064e139db511cca3d3340c,6,30.6,5.1,13.2,1.4
119a7e0359554181b0f9a502ac351ad5,1,27.4,27.4,27.4,27.4
119b2ae20bb64d1da0f961920a9e9b10,7,22.4,3.2,6.0,1.0
119f5c7a948046198be6173e377d4bc3,9,148.2,16.5,29.3,10.1
11a06fa900d847199ef85e01be50d839,7,31.6,4.5,7.0,0.8
11a827d5954740588312dd6246076f78,8,140.5,17.6,29.5,7.4
11b036bfa2cc4671bf7c338bf5be3784,5,15.8,3.2,9.0,0.5
11b57777124f4b5485ed3826aeea3e6c,2,5.4,2.7,3.4,2.0
11b7e48f97cc4237a996e3ca88bc447d,5,142.8,28.6,31.7,25.9
11bfa14bbbdc43a0a9007c7e71dd48ba,10,168.3,16.8,30.0,9.8
11bfc66cfc5b421ab0e1a8cb8ef7fd5c,14,123.6,8.8,17.0,2.5
11bfe79e5bdb4db7b08b0a8d0314cc2f,7,50.6,7.2,11.8,3.5
11c7fc9221c44955b43579d2e33c2ad5,3,12.7,4.2,5.1,2.7
11d6d468b2674f859538e26d601f745f,3,49.5,16.5,18.6,14.1
11d7a9296e35432f8a34b21e337529fb,3,68.5,22.8,33.5,15.9
11d87e606c2f4d649fe09a5e84d048c2,1,0.0,0.0,0.0,0.0
11da2f066d3943699d10b61fd276fd1a,15,330.9,22.1,32.4,9.9
11dc382abae4401f86c3f8517236cfbd,18,63.2,3.5,9.2,0.2
11e648deac3b4a98ad5c10bb398fd393,14,62.2,4.4,15.9,0.4
11eb0a3d24ed4032b2cc358b4508c85d,11,278.1,25.3,40.3,11.8
11edb6a7da284f19a8a1da5e7c0c9652,11,293.0,26.6,34.6,19.1
11fe137500b44584b5216902c274f0cb,13,206.5,15.9,32.9,5.4
11ff03cea2e6497fa70fbd9986d5d1dd,5,24.0,4.8,9.5,1.9
11fff2c68123408b93e01ea1deece057,9,25.0,2.8,8.5,0.3
1202fceb1b8e40ffb03ed9d664cd34fc,3,62.8,20.9,32.1,7.8
120a5a55d3d9498294bfb5b892179f95,16,47.7,3.0,5.6,0.6
120b9858bd7b4a3cb47a35e23333346e,4,6.6,1.7,2.7,1.1
121640db35dc4acb805382c52875321d,8,225.9,28.2,32.4,24.6
1218e2bc59f64a619f3503e9c8b76f9d,9,17.2,1.9,7.4,0.1
121a62fa7f5349ad90d97dad47e7194d,15,182.5,12.2,24.8,5.2
12279fadfd514607871f8b525780edc4,6,23.9,4.0,7.9,0.4
122a741031304528b505e950ad3ad748,5,14.3,2.9,4.6,1.7
122c0c2a3c2540848f8c3fdc37e97639,8,113.6,14.2,26.9,9.4
12341913d35341438259baf2bd237be6,11,50.9,4.6,14.6,1.4
123ac69b408044deafb64369fcc85a67,3,3.7,1.2,3.5,0.0
123b82af56404ec3bece3de96b947fc2,5,125.7,25.1,31.5,16.3
123ec648e228460589182607c0db4dd5,8,19.0,2.4,4.8,0.6
123f3eb373ef4cdbbe21b3988b5dfe41,3,66.7,22.2,28.4,15.8
124178989b474b3a9e8779885faaa0dc,5,104.3,20.9,27.6,16.7
12437b2c02be4105aec2d09db79c3c21,5,105.6,21.1,29.8,14.9
1244856fff3b4103a8ff296a0d0681b1,5,56.0,11.2,15.3,6.4
1252c957dfb44171a3cbe9ad5f0ea1d7,7,30.8,4.4,10.0,0.2
125562e434cd48fd9297a5f67111d5ce,15,26.9,1.8,3.8,0.1
12583497d042470499110e831f8f3d0c,9,138.6,15.4,24.5,7.1
1261cf51692541a5bdf39f0aa36b65f7,24,84.8,3.5,9.6,0.3
126c69fbba93498dbb0e353b27121ec9,6,28.2,4.7,12.5,1.3
126dc0f131804b21b2714172adf149e7,3,65.2,21.8,26.6,15.7
126e7904f9114eff8bead85a217ffb85,3,8.6,2.9,4.3,1.3
12779c18e3ff4c42ba1f30973d9d4009,4,15.9,4.0,7.3,1.1
1277b08cb40e4abd8cf9d78519e82a56,6,76.5,12.8,18.1,7.2
1278a41a8ae24324a17ca2c69b3023ab,10,112.0,11.2,81.8,1.8
127cc245611447968a42df9c164bcd48,6,123.1,20.5,29.3,11.8
127cd9d95e6247e5b92bff64d6205a94,26,105.6,4.1,11.1,0.2
127f660955454bd0a5a0d7b0a6a48c62,3,780.3,260.1,732.3,22.5
1280b4c8aa2a47dbbc1a7c79d0c9484d,16,68.0,4.2,11.3,1.0
1281df3965944f7391bac503fda3eb4a,13,254.2,19.6,43.1,8.7
1285ce3d9f68495c841b5c1d3b29386f,5,25.4,5.1,7.7,1.1
128b2581fc6a4eecb542dd071fd5ea33,16,236.2,14.8,26.0,7.2
128c0040b8d34587970e1cbbf60f5cc0,12,21.2,1.8,7.1,0.3
129947f06ff74c92938e0aed5e9eead7,4,130.2,32.5,39.6,26.2
129a51fbc04449c08c5ed69cac7d82a7,9,186.4,20.7,27.7,14.4
129a650c4d0c4346b5155c0fe2e1fb23,5,92.8,18.6,24.0,12.5
129c8e3d44f34dde917a5715428cbbb8,22,192.0,8.7,104.0,0.8
129d54616fba45cda310d24179b0643d,5,15.4,3.1,9.7,1.1
129e925ef10f4579a8d2517c13a1006e,5,13.2,2.6,7.4,0.6
12a3b3c97bbf403da5e61b3dfb77cc74,13,184.4,14.2,29.1,5.2
12a442b1eef2476faee1829aa6e2e1b5,6,12.0,2.0,4.3,0.1
12a82446825e42e49146be6ae6c3c80c,4,101.1,25.3,32.2,14.2
12a98cfa75fb456d9a04e251a3c9084a,6,169.3,28.2,36.9,13.9
12adf13711144814b9dabf37838edb47,8,247.8,31.0,44.9,17.6
12b2135de4d041a4a1d6a090d8977dc1,21,809.5,38.5,429.0,9.1
12b94bd1574647a8a7ffcb4ddbf3f044,9,275.6,30.6,50.5,23.1
12b9cb85aae74e15aa3e81950f5980cd,9,170.3,18.9,28.9,11.7
12bb28f74cc24c788113326105629a9b,2,33.2,16.6,19.6,13.6
12c783f75d5847c08e1a0e582a6b735a,17,313.4,18.4,31.6,10.5
12cca3942a6641428967693f1e90d3df,4,11.4,2.8,5.2,0.7
12d9987683864a7ab8a6739a2a10aff2,7,102.8,14.7,21.5,7.5
12da1e886d0c405299369ee3f0d975e1,7,17.3,2.5,7.2,0.1
12e0c95d8db54ee48800073d5b0a1269,6,133.2,22.2,37.5,12.6
12ede229379747bd8d74ccdc20097ca3,3,63.2,21.1,27.6,16.6
12ef8b74a72d489a9aa37d9228e6c1b8,3,81.7,27.2,28.2,25.7
12f0142f294c4977add82252007556b8,8,215.0,26.9,34.3,17.5
12f7dc81c39a4db59177faaa1769a0dc,11,38.9,3.5,11.5,0.6
12fcc893d40147d7bc0183ef93fbe80e,5,158.4,31.7,40.2,20.6
13032878f513409bb503d79069bd8779,4,15.7,3.9,4.4,3.7
13033baa9d294c3c9165a00d71b72614,5,138.8,27.8,38.6,17.9
1303cccd542e4e63af9e04f2587e6261,8,28.7,3.6,9.2,0.7
130a423ffae24fc09c6cf91590e336d3,2,36.2,18.1,19.4,16.7
1314cb7b712649af9acf1ac19aadd267,4,4.2,1.1,2.5,0.1
131a2c60165f4ff8995e0dadbcf090e9,15,209.3,14.0,22.3,6.6
131acac3f21b430bb6c0df9fa77b4b08,9,205.7,22.9,35.5,14.4
131bde0240b4492ebca42f488ba8df56,5,174.4,34.9,41.9,28.9
131d42c477cf4ea9a4823922d1f3f831,5,10.2,2.0,3.6,0.4
131ecf81d424411b88d504a6dd35bc74,5,29.3,5.9,11.6,1.8
1320d4d9ff6c47e18ed75785d7569137,18,40.6,2.3,7.5,0.2
1335347b43344f7883370a9b71fe42e7,4,73.8,18.4,26.1,13.1
133806412d2a4ebd813370359f357878,10,139.0,13.9,22.2,7.4
133924ae2c774c84973a00d6b4687529,14,44.2,3.2,14.2,0.3
133a58e4ebdf45dd9e8f48325bdb22f4,17,182.4,10.7,19.0,7.0
133d2f38d79b40b6a047374a4e1b1cdc,10,20.9,2.1,5.9,0.4
1342d779e7594c899f9ce936e55790d7,15,43.9,2.9,6.2,0.4
134befa315d24b59a267013a8cfcbde9,9,22.5,2.5,6.1,0.3
13536ef79ed1420c92fa9bc851cf4cd0,3,60.6,20.2,23.9,16.6
1353dbe91e7d487ea07d84376ed1a221,14,144.1,10.3,20.6,3.3
1354b9d1ecc94f90ae55b0f5e892de62,7,98.8,14.1,21.1,9.6
13587a53e9c24b40ae442536930f2448,16,163.2,10.2,19.6,3.1
1359818aa5bc4becaad9c18df5dbf776,3,64.8,21.6,29.9,14.6
135b0e8d3c7c4440be4ebca74ea9fb84,20,124.7,6.2,70.7,0.1
135ceb57c67d4f768bf20cb33b887e24,7,37.3,5.3,8.6,1.7
1360c2518d56433ea2edd28c0cf9261b,7,20.1,2.9,6.6,0.2
13629eb02b5b4b429c469ca53a5931aa,3,73.2,24.4,26.7,20.3
1365260bd9584dd49b91e6b650915e7e,1,2.3,2.3,2.3,2.3
136a0b14cb2c42faa5a7492eb43480c5,14,27.7,2.0,7.9,0.2
136baefea7364ff5925cb81dedbd9bf1,7,174.8,25.0,31.1,20.9
136c7a6bca81442db22d5d341e05a21d,8,147.2,18.4,23.8,9.0
136d774c59da4d0b9c8f88225e2b0be1,12,133.0,11.1,21.0,3.8
13712893fcb34bd691d9a1dfd0d155bd,3,77.5,25.8,35.3,19.6
13848328f35a4366919ac44f579eadd2,6,157.8,26.3,32.1,16.7
13853a0e60ad42bea59e490fb39b0044,2,10.7,5.4,5.8,4.9
138ed93630ec4e59bda8aed2d92f42eb,7,97.3,13.9,22.0,6.3
1394e70df1d44d6ab9e7e413f4157dae,14,222.2,15.9,26.3,7.5
139ba634b97a48699224973289e3b484,14,189.9,13.6,28.7,4.9
139ec5adeeac4afcbcff62bc3c867330,8,30.4,3.8,7.6,1.0
13a2ad14d1344fe7a192eb4a8366f928,8,88.0,11.0,19.2,4.5
13a72ada365b4840b71371917fa0f462,12,239.7,20.0,27.6,11.1
13aaa1bfcbaa4ae092d311e6beeba695,23,263.4,11.5,22.4,4.4
13aadd16d0e64941aeb4d24d2037fcef,11,84.2,7.7,15.1,3.5
13ab3fcafae84cb7856cdff7f71c43fa,6,21.8,3.6,9.2,1.6
13b05afb8c4249179074ce931636fc70,6,19.8,3.3,5.7,1.6
13b9a30150f94769aa55535001893d4e,5,160.8,32.2,41.4,24.9
13bb9b5a8be748d6ae7ed5ad3ce902a6,6,14.2,2.4,5.6,0.1
13bbddb500e54ab392c8da22ae7a41cd,8,155.7,19.5,29.6,10.4
13bda8fbd70a4814b956df1d55320398,12,44.1,3.7,7.8,1.0
13c3884c80ee4878ad15e81ab63cb95c,14,50.2,3.6,9.7,0.6
13c3c9b11acd4d509efc39eb928248f6,11,330.6,30.1,249.6,2.4
13c47585aa254c2c99abbf1fae4cac33,10,24.8,2.5,8.1,0.7
13c74d6492014fa4b08723bc55b87579,9,267.7,29.7,42.8,17.6
13cdf9272a05460aa0d30a22d6a8b432,7,199.1,28.4,39.7,15.2
13d3c1b4461a418ea65dd9ddc7ab77bf,5,16.1,3.2,9.9,1.1
13d4cf14f2ce47249b3cfb8a1128a7d1,2,6.1,3.0,3.9,2.2
13d551f1c2084eb584d6f5cad4c1348f,12,94.5,7.9,17.8,1.7
13d9215510ae4f5087c6d26485656ab0,15,305.3,20.4,32.5,11.1
13dbf409912748af89dc3d4aafbfd222,7,78.8,11.3,15.2,4.9
13df477da33a44899ba8d50e3710d723,10,130.3,13.0,21.7,6.8
13e0d788744c413e99fe60f4f571233b,15,151.5,10.1,18.6,2.8
13e5fe4f6d76406f89bb6c1d2ce88fe6,1,13.7,13.7,13.7,13.7
13e66726ced74ce1b6312b7f194667e0,6,123.0,20.5,37.0,10.7
13ecf35c6ec649db93b66c311b7e75ba,8,13.7,1.7,3.4,0.1
13f26e369c1240c08200f4f1bcf26456,7,73.6,10.5,17.4,2.5
13f6f5de4fda4f118134e32353df8b83,6,12.1,2.0,4.9,0.5
13f95724ed4042aaa8953e8ed5d073c9,10,118.5,11.9,18.7,3.9
13fb2c20d4b3441f958f4b9a77823ffe,11,238.7,21.7,32.8,15.5
13fec8f3cfae4ca186eab06b75cb3cec,4,75.4,18.9,24.3,14.3
140d73b7ee7d4d75aefe61b2d823d19e,3,14.6,4.9,11.1,1.0
1410e1ea947d4ee2853edbdc9ba89f08,9,74.7,8.3,14.7,5.2
14124920a71f47b0aafe3af220107cfe,5,12.6,2.5,4.1,0.5
1416ccd4f3414854ab10e75e9e2f1fba,8,128.4,16.1,21.6,7.2
1418e71469474b7fa160cd76b198cb08,5,30.1,6.0,13.4,1.3
141acdc240c34737bc25aaa030051b1e,13,304.6,23.4,33.6,14.9
141e082d59ef48759823ab1ddcfe1f7a,10,199.9,20.0,34.4,11.1
142a2b3df84841599071107326368f2b,9,71.5,7.9,15.0,3.4
14379f3522ed480098b880f2ed071058,10,139.6,14.0,103.3,1.4
143c28deab3f41f1ae3aa9a6670877b0,7,214.5,30.6,43.2,18.2
143cf71b0ced4ada88c9ff92e7c16758,4,142.2,35.6,44.1,30.2
143d05b3029c483a80c3ebb4fa3aa620,2,0.7,0.4,0.5,0.2
144581d274654cf3a6af4de58603f08d,12,204.8,17.1,24.4,6.2
14462e564e044822b4b29684512ee428,12,262.3,21.9,28.3,14.5
144c6d2b074d4984965f3361da611b7b,7,130.3,18.6,26.3,12.5
144f2b2e5def415b88d3de6b10461d26,6,28.3,4.7,10.0,1.1
145e5748cf504c1a82adb8bd8d57ae2f,4,103.1,25.8,32.3,16.5
146228b7a92045e2883fbefee7a15608,12,152.9,12.7,26.1,3.9
146533f0231848a7a8046f858681353d,7,19.6,2.8,6.2,1.0
14674d9431784374962739bef56aa7f9,4,34.7,8.7,13.0,5.9
146879f8073243259c32cba0e14c74cd,4,7.1,1.8,2.9,0.4
147118864d59460989e5db374690d1bf,8,125.5,15.7,26.2,8.5
1473097b38ef4af2baa785f83d10b95a,15,536.6,35.8,366.6,3.9
147342333fb24de68e8e7a3ee22b267c,6,29.5,4.9,6.9,2.1
1474f106266144e19ed6a01bbf48a462,5,69.4,13.9,25.9,8.4
1476bfc85b584e30a79790be39f7929f,13,372.6,28.7,43.4,21.4
147be99d763240b4b7cbe0e024693807,5,153.9,30.8,37.4,23.1
147f86d957754e9398f223d178ee95b4,6,138.5,23.1,30.2,18.3
1486070ef4014e37bccc2522646991fa,18,74.0,4.1,10.6,0.1
148756e9c5ef42219e3e8acf7c35d608,4,84.5,21.1,26.9,17.2
148adfcaa27d485b82f323aaaad036bd,8,17.1,2.1,5.8,0.7
148e376617234f048dc6744258037926,16,303.4,19.0,33.8,9.6
149712de2ae24c219b992cb3a5f432bc,18,162.6,9.0,18.8,3.6
149f67791ca9431bb9c27f9f59a4435a,8,100.9,12.6,81.8,0.5
14a0ac6daabd41e49a79fb4c2a413c94,4,50.5,12.6,23.7,5.6
14a38d48392643d1b31ac56ec7d7ad00,14,50.3,3.6,12.7,0.4
14aec0282fa74553920a36eecf20a478,6,95.0,15.8,24.5,4.6
14b0f8a0f7024e9094869bccc14150f4,14,42.3,3.0,9.7,0.3
14b3c3a8b314464a9daf8354ed6dd560,5,10.7,2.1,4.1,0.5
14b3fa95de4f404a8c46709ef16ec58f,5,76.0,15.2,21.0,9.4
14b8e91e01a348198b6f4fb0f28d9ab1,23,168.9,7.3,97.3,0.0
14bcdc3f115d416d95df1c413343826c,10,227.2,22.7,34.2,17.2
14beaba5927246a8891d3c74257a9a99,16,301.3,18.8,32.5,11.3
14c1ac91fa394e92914df905706b04fb,7,27.0,3.9,12.2,0.5
14c466243c9a453584eb73a1de6236d0,5,174.7,34.9,54.4,26.6
14c4f0dfa9074925a904d66ab61b9ee6,3,11.5,3.8,6.2,1.9
14cbeafc2297453e9bf4924c2eabe35e,17,308.2,18.1,25.6,10.7
14cc1ff21534463d9e9fce6570753307,10,176.8,17.7,27.6,11.0
14cc83b46cfa444daf2782492648db5a,11,47.7,4.3,9.4,0.1
14ccd761d68248979e0fb857ae5e9aa5,5,87.4,17.5,24.5,11.6
14cd68209b934834afcbc6f217ddde0a,18,42.3,2.3,7.0,0.2
14d2c0a1d5bb4ffa87ad74b5c41189a9,7,22.4,3.2,4.6,1.8
14da6197d53d4ca49f4ce75367bb06cc,8,192.0,24.0,35.2,11.9
14db1791468d4472b6926830ac29a5ba,4,58.8,14.7,21.2,8.3
14dc22654684405b9c4ece23bf234330,7,138.0,19.7,30.5,13.5
14eebb44a86943ba84953d42523855e5,2,2.7,1.4,2.5,0.2
14eeeab1e08f47fc96b290ba90d9a46f,8,153.9,19.2,26.1,8.4
14f12efd9aa04c009e9bde68d66509e5,4,98.1,24.5,28.0,15.0
14f1815167fa4890a31cc4456d1c53c2,5,15.6,3.1,5.3,0.3
14f7070a8987467baed8df67c54dfd88,6,15.5,2.6,3.7,1.2
