person,cnt_tran,sum_am_tran,mean_am_tran,median_am_tran,min_am_tran,max_am_tran,small_tran_count,big_tran_count,range_amount_tran,mean_t_tran,median_t_tran,min_t_tran,max_t_tran,range_t_tran,freq_tran,recency_tran,max_to_sum_am_tran,median_to_mean_am_tran,weekly_tran_mean,weekly_tran_min,weekly_tran_max
18f9f62683bf41278dca98799df7e581,10,97.93,9.79,9.07,4.71,18.61,3,3,13.9,404.4,429.0,102,618,516,1.94,713.13,0.1900336975390585,0.9264555669050052,3.3333333333333335,2,5
18fa7725c20248e7a2131d197522a0de,10,200.94,20.09,19.7,11.27,37.68,3,3,26.41,441.0,504.0,90,654,564,1.77,713.08,0.18751866228724992,0.980587356893977,2.5,1,5
18fc7f5237ff466ebfe2aeb5bfebf1b4,19,234.27,12.33,9.88,7.54,22.59,5,5,15.05,452.53,486.0,24,684,660,2.88,713.04,0.09642719938532462,0.8012976480129765,3.8,1,7
18fee09ab17e4b559149279ac12f2491,13,184.03,14.16,14.86,4.36,21.13,3,3,16.77,435.23,522.0,30,684,654,1.99,713.04,0.11481823615714828,1.0494350282485876,2.6,1,6
19066baab0914321ac859af0eb741c8d,1,4.31,4.31,4.31,4.31,4.31,0,0,0.0,630.0,630.0,630,630,0,1.0,713.12,1.0,1.0,1.0,1,1
190fcd45fd074de8b41531fc6ffa6f42,12,27.4,2.28,1.6,0.13,8.44,3,3,8.31,413.5,492.0,18,714,696,1.72,713.0,0.30802919708029197,0.7017543859649124,2.4,1,4
19123568af6b42d4a99e5be64b2d7bfb,1,0.89,0.89,0.89,0.89,0.89,0,0,0.0,672.0,672.0,672,672,0,1.0,713.06,1.0,1.0,1.0,1,1
1912954c9e4e455a832078c4452004ba,4,10.13,2.53,2.58,0.12,4.85,1,1,4.73,571.5,543.0,534,666,132,3.03,713.07,0.4787759131293188,1.0197628458498025,4.0,4,4
192099bfe35c4712bf91333009d9d108,15,52.71,3.51,2.92,1.3,7.55,4,4,6.25,572.8,594.0,342,696,354,4.24,713.03,0.1432365774995257,0.8319088319088319,5.0,2,10
19210a70016c4ea98606657cd0c55d8b,11,45.96,4.18,4.6,0.57,8.22,3,3,7.65,493.09,474.0,234,648,414,2.66,713.09,0.17885117493472585,1.1004784688995215,3.6666666666666665,2,5
1922e62c02ec4664979eaeb8653d6fc5,4,61.62,15.4,17.31,7.44,19.55,1,1,12.11,331.5,282.0,138,624,486,0.82,713.13,0.31726712106458943,1.124025974025974,1.0,1,1
1929135b8300410d879b00b07ffe2012,3,56.64,18.88,16.82,13.99,25.83,1,1,11.84,366.0,402.0,120,576,456,0.66,713.19,0.4560381355932203,0.8908898305084746,1.0,1,1
192e253ecece40778a40ddc4aec12b1c,2,61.59,30.8,30.8,23.28,38.31,1,1,15.03,405.0,405.0,342,468,126,1.59,713.34,0.6220165611300535,1.0,2.0,2,2
1936f739ed654bc1b45eb2cd795fd82d,7,159.41,22.77,24.25,11.2,32.38,2,2,21.18,367.71,348.0,168,666,498,1.41,713.07,0.2031240198230977,1.0649978041282389,1.75,1,3
193c5e1694774171aed21630226e1147,8,16.93,2.12,2.03,0.16,4.87,2,2,4.71,273.0,210.0,126,558,432,1.85,713.22,0.2876550502067336,0.9575471698113206,2.0,1,3
193fb0f3de9144b6b195d7164de6325a,14,50.95,3.64,2.28,0.28,12.93,4,4,12.65,330.0,354.0,18,672,654,2.14,713.06,0.2537782139352306,0.6263736263736263,3.5,3,4
193ffaca5cd745f284f6c51df0f9412e,8,190.59,23.82,23.31,15.08,30.82,2,2,15.74,495.0,504.0,312,630,318,2.52,713.12,0.16170837924340206,0.9785894206549117,2.6666666666666665,1,4
1943d34100274155a01626b5940fbf38,5,129.61,25.92,24.1,20.93,36.73,1,1,15.8,519.6,564.0,420,594,174,2.87,713.17,0.2833886274207237,0.9297839506172839,2.5,2,3
19446b361caa43de84c2aed517457a47,5,164.13,32.83,34.74,21.28,38.64,1,1,17.36,242.4,240.0,72,426,354,1.41,713.4,0.23542314019374888,1.0581784952787086,1.6666666666666667,1,3
1945d447057244ac986fa6d07c278304,5,84.1,16.82,14.58,11.29,27.3,1,1,16.01,391.2,444.0,198,552,354,1.41,713.23,0.3246135552913199,0.8668252080856124,1.6666666666666667,1,2
1948b3c194c542d0a2a084a558f31834,12,147.89,12.32,12.56,4.01,21.55,3,3,17.54,431.5,498.0,72,672,600,2.0,713.06,0.145716410845899,1.0194805194805194,3.0,1,5
194c17ebab614744a501d5ef67c3b010,5,141.59,28.32,26.68,19.15,36.3,1,1,17.15,231.6,222.0,0,570,570,0.88,713.2,0.2563740377145278,0.942090395480226,1.0,1,1
194db18d77dd4fbda2ab91114be082a7,8,183.2,22.9,22.58,12.76,31.58,2,2,18.82,425.25,513.0,42,660,618,1.29,713.08,0.17237991266375546,0.9860262008733625,2.6666666666666665,2,4
195e944f93a345639e7ad4ffe9ad8a1c,4,16.09,4.02,4.2,0.58,7.12,1,1,6.54,517.5,528.0,432,582,150,2.67,713.18,0.4425108763206961,1.0447761194029852,2.0,2,2
19626bf0c0ab416492d1ac3af4d7e06a,23,233.0,10.13,9.8,2.54,20.29,6,6,17.75,416.61,480.0,54,684,630,3.65,713.04,0.08708154506437768,0.9674234945705824,4.6,1,9
196651959ba44f8d98d7730dfa820beb,9,211.98,23.55,24.21,15.38,29.84,2,2,14.46,560.67,528.0,462,708,246,3.66,713.01,0.14076799698084724,1.0280254777070064,3.0,2,4
1966fa40d2f84620b2b1b9b64f8e0209,4,114.09,28.52,26.82,24.4,36.06,1,1,11.66,306.0,279.0,60,606,546,0.73,713.15,0.31606626347620304,0.9403927068723703,1.0,1,1
196707e58dd34889905f2c4c3089ed5a,25,110.83,4.43,4.61,0.57,8.55,6,6,7.98,368.16,366.0,24,666,642,3.89,713.07,0.07714517729856538,1.0406320541760723,6.25,5,8
196cdd07f88b486a81cd5aaaea6d022d,2,29.94,14.97,14.97,14.3,15.64,1,1,1.34,438.0,438.0,270,606,336,0.6,713.15,0.5223780895123581,1.0,1.0,1,1
1971866be459439aa62669bd4d56f394,2,12.31,6.15,6.15,2.88,9.43,1,1,6.55,357.0,357.0,228,486,258,0.78,713.32,0.7660438667749796,1.0,1.0,1,1
197888a844c545b6af91b740b8d65dd2,6,105.18,17.53,20.18,6.48,22.64,2,2,16.16,556.0,567.0,366,708,342,1.75,713.01,0.21525004753755467,1.1511694238448373,2.0,1,3
197a4afbf77245cfa84c0a4659f47c48,11,299.88,27.26,27.4,19.14,35.48,3,3,16.34,338.18,384.0,36,714,678,1.62,713.0,0.11831399226357209,1.0051357300073367,2.2,1,4
197d46b7352e44868664494da872267d,11,29.66,2.7,2.55,0.3,6.75,3,3,6.45,300.0,216.0,0,666,666,1.65,713.07,0.22757923128792987,0.9444444444444443,2.2,1,3
197de214500b4cd5ad8b4a01b2a53cf4,10,23.08,2.31,1.76,0.75,5.03,3,3,4.28,478.2,516.0,180,708,528,1.89,713.01,0.21793760831889084,0.7619047619047619,2.5,2,3
1981c9ebfc3c4e1fa532035806a8c60e,13,33.9,2.61,2.6,0.51,6.15,3,3,5.64,384.0,414.0,30,654,624,2.08,713.08,0.18141592920353983,0.996168582375479,3.25,1,5
1985ab106b354a9792bfa699ab62955f,7,21.63,3.09,3.35,0.71,5.36,2,2,4.65,352.29,264.0,240,684,444,1.58,713.04,0.2478039759593158,1.0841423948220066,2.3333333333333335,1,5
198c5f49fe6e40828b4d6c5bbcc17110,16,63.87,3.99,2.96,0.18,13.98,4,4,13.8,354.0,378.0,18,702,684,2.34,713.02,0.2188821042743072,0.7418546365914787,4.0,1,7
198ef6216d2a4db2b1661c351d91cbc1,4,7.96,1.99,2.13,1.3,2.39,1,1,1.09,427.5,405.0,228,672,444,0.9,713.06,0.30025125628140703,1.0703517587939697,1.3333333333333333,1,2
19922e284d024fd2961bc2d2e7172ab5,8,24.45,3.06,0.86,0.27,11.2,2,2,10.93,256.5,195.0,12,654,642,1.25,713.08,0.45807770961145194,0.28104575163398693,2.0,1,3
1997b4c538804d42bac6d58c32ec26b4,10,176.35,17.63,15.12,11.31,33.12,3,3,21.81,276.0,294.0,0,498,498,2.01,713.3,0.18780833569605895,0.8576290414066932,2.5,1,5
199a0cb9068941d5a520b891e0d1e9ae,11,237.32,21.57,21.23,12.71,30.75,3,3,18.04,332.73,366.0,102,600,498,2.21,713.16,0.12957188606101466,0.9842373667130273,2.75,1,5
199eef49d00f45ba9b9d76007a05c069,13,231.44,17.8,16.83,11.2,27.82,3,3,16.62,287.08,276.0,6,684,678,1.92,713.04,0.12020394054614587,0.945505617977528,2.6,1,5
19a08da2770940e0bfe301c1ef062b57,13,38.59,2.97,2.52,0.66,7.31,3,3,6.65,422.31,456.0,180,630,450,2.89,713.12,0.18942731277533037,0.8484848484848484,4.333333333333333,4,5
19afb26b9a10447a8a2f86fa9f65c75d,11,734.91,66.81,18.43,12.82,552.0,3,3,539.18,238.91,204.0,18,588,570,1.93,713.18,0.7511123811078908,0.2758569076485556,2.75,1,5
19b675ce8cea454d8b849fbff3c0ff75,16,308.89,19.31,18.58,11.64,29.87,4,4,18.23,423.75,462.0,54,714,660,2.42,713.0,0.09670109100326978,0.9621957534955982,3.2,2,5
19bb40e11c9e42079bce038db361cf2b,11,21.1,1.92,1.89,0.23,4.3,3,3,4.07,361.09,408.0,102,612,510,2.16,713.14,0.20379146919431276,0.984375,2.75,1,5
19bd6684c9ff4f9492bee610f6acb511,6,66.97,11.16,11.11,7.88,14.33,2,2,6.45,428.0,495.0,30,606,576,1.04,713.15,0.2139764073465731,0.9955197132616487,2.0,1,3
19c41c1e8dc749c0922d4bc1756b24df,7,30.59,4.37,2.27,0.76,11.48,2,2,10.72,348.86,294.0,18,636,618,1.13,713.11,0.37528604118993136,0.5194508009153318,1.75,1,2
19ca1205d83f46e0bd2a44d5e3813e02,3,75.99,25.33,27.49,19.28,29.22,1,1,9.94,468.0,450.0,252,702,450,0.67,713.02,0.3845242795104619,1.0852743782076588,1.0,1,1
19d4aa13259544d89c5bb381252c2f27,21,61.11,2.91,2.17,0.49,11.18,5,5,10.69,449.71,510.0,54,702,648,3.24,713.02,0.1829487808869252,0.7457044673539518,4.2,1,10
19d4ada4982f455eae1915f01e7b0577,15,44.8,2.99,2.7,0.16,5.94,4,4,5.78,401.2,426.0,78,630,552,2.72,713.12,0.13258928571428574,0.903010033444816,3.75,1,6
19da4a0ddf6541b1b293f12487e0baff,6,109.35,18.23,18.81,11.07,23.96,2,2,12.89,308.0,294.0,12,618,606,0.99,713.13,0.21911294010059443,1.031815688425672,1.5,1,2
19e1a88e7e3b4e3d84f9a43e706822fc,9,202.51,22.5,23.54,13.54,35.36,2,2,21.82,431.33,444.0,180,684,504,1.79,713.04,0.1746086613006765,1.0462222222222222,2.25,1,3
19e23fd8962b4b04934e410e8e134833,19,250.24,13.17,11.93,7.26,28.11,5,5,20.85,329.68,408.0,42,642,600,3.17,713.1,0.11233216112531969,0.90584662110858,4.75,3,6
19e3065907254d26a27dffe11d0adeaf,5,15.32,3.06,2.91,0.22,5.3,1,1,5.08,615.6,642.0,474,678,204,2.45,713.05,0.34595300261096606,0.9509803921568628,1.6666666666666667,1,3
19e780c4144945b4915b3c1fc59947cc,6,118.86,19.81,19.9,10.49,29.74,2,2,19.25,391.0,441.0,66,600,534,1.12,713.16,0.2502103314824163,1.0045431600201917,1.5,1,3
19eff2554d094649a115ea5320dd9e8a,3,81.9,27.3,29.53,22.49,29.88,1,1,7.39,356.0,384.0,102,582,480,0.62,713.18,0.3648351648351648,1.0816849816849816,1.0,1,1
19f07806b6844a41824e3fa9bf240189,4,99.57,24.89,23.22,18.94,34.2,1,1,15.26,270.0,321.0,24,414,390,1.03,713.42,0.34347695088882196,0.9329047810365608,1.3333333333333333,1,2
19f2291e32b04fc78acbfc1c3b8a39d2,3,65.04,21.68,21.02,20.36,23.66,1,1,3.3,408.0,270.0,252,702,450,0.67,713.02,0.36377613776137757,0.9695571955719557,1.5,1,2
19fc24db285b41b8b91546f8ba7a1557,15,35.03,2.34,1.53,0.07,9.94,4,4,9.87,386.4,408.0,66,678,612,2.45,713.05,0.2837567799029403,0.6538461538461539,3.0,1,5
1a15ca5f9e854874b2535c287e3ebc13,12,171.84,14.32,12.16,6.6,35.99,3,3,29.39,310.5,276.0,12,678,666,1.8,713.05,0.20943901303538176,0.8491620111731844,2.4,1,4
1a15d81c06e74971aad99a8048b874e7,2,19.18,9.59,9.59,7.2,11.98,1,1,4.78,354.0,354.0,264,444,180,1.11,713.38,0.6246089676746611,1.0,1.0,1,1
1a17eef552164fa79276342fc46c9364,11,27.54,2.5,2.16,0.16,8.86,3,3,8.7,513.82,642.0,84,714,630,1.75,713.0,0.32171387073347857,0.8640000000000001,2.2,1,4
1a1b7a0a9c6a400f837c4c06a41bf2e5,9,18.04,2.0,1.49,0.31,4.33,2,2,4.02,336.0,330.0,12,630,618,1.46,713.12,0.24002217294900224,0.745,2.25,2,3
1a22d7cf63ae41dcb521c1b6da28adfc,12,40.19,3.35,2.44,0.57,7.49,3,3,6.92,440.5,417.0,204,684,480,2.5,713.04,0.18636476735506347,0.7283582089552239,3.0,1,5
1a297cc7262d42b59fb3e34fe0166702,19,70.57,3.71,3.15,0.09,8.82,5,5,8.73,348.95,240.0,24,678,654,2.91,713.05,0.12498228709083181,0.8490566037735849,3.8,1,8
1a2c6fd57fad4250b35c1b0903ed34ea,25,174.06,6.96,3.58,0.47,81.82,6,6,81.35,492.24,528.0,72,714,642,3.89,713.0,0.47006779271515564,0.514367816091954,5.0,1,11
1a2dafb01354452292804547c74f2330,14,39.99,2.86,2.37,0.52,7.46,4,4,6.94,485.14,573.0,66,672,606,2.31,713.06,0.1865466366591648,0.8286713286713288,3.5,1,9
1a2e8a10d5704ce899abf3d840c39d91,5,13.73,2.75,3.07,0.82,4.71,1,1,3.89,475.2,522.0,228,588,360,1.39,713.18,0.3430444282592862,1.1163636363636362,1.6666666666666667,1,3
1a3180ae6909486f9c260dcd30d6e795,6,96.72,16.12,16.67,10.02,20.29,2,2,10.27,336.0,294.0,0,672,672,0.89,713.06,0.2097808105872622,1.034119106699752,1.5,1,2
1a34d70b3d4e4d948f60d5ffc3ec5b43,8,141.82,17.73,14.82,8.9,30.06,2,2,21.16,447.75,540.0,126,678,552,1.45,713.05,0.2119588210407559,0.8358714043993232,1.6,1,3
1a353048b0884fc5a0afa27677ef1e80,7,40.94,5.85,3.59,1.45,14.92,2,2,13.47,456.0,468.0,180,690,510,1.37,713.03,0.3644357596482658,0.6136752136752137,1.75,1,4
1a364e463cdf43499d94281477a4cf0e,11,41.15,3.74,3.38,0.09,8.3,3,3,8.21,378.55,450.0,42,672,630,1.75,713.06,0.20170109356014584,0.9037433155080213,2.75,1,4
1a39a01830e44e4aaa9aa037c23b4bcc,14,68.74,4.91,4.15,0.26,14.54,4,4,14.28,327.86,366.0,0,648,648,2.16,713.09,0.21152167588012802,0.8452138492871691,2.8,1,6
1a3ce9685b6c46038d190352c6031516,6,58.4,9.73,8.57,4.15,17.05,2,2,12.9,381.0,387.0,30,678,648,0.93,713.05,0.2919520547945206,0.880781089414183,1.5,1,3
1a3e35ba8cd34e9286af057604fd410a,11,293.57,26.69,26.89,12.34,41.75,3,3,29.41,405.27,504.0,120,672,552,1.99,713.06,0.1422148039649828,1.0074934432371674,2.75,1,5
1a43f12c497f4ea0aa3897252b84d3dd,4,13.16,3.29,3.62,0.37,5.55,1,1,5.18,433.5,405.0,282,642,360,1.11,713.1,0.42173252279635254,1.1003039513677813,1.3333333333333333,1,2
1a44317508de4e529c5f5e65b583a971,21,55.95,2.66,1.94,0.07,8.56,5,5,8.49,345.71,318.0,84,660,576,3.65,713.08,0.15299374441465594,0.7293233082706766,5.25,5,6
1a48bd756120466b8798e92872118932,5,107.94,21.59,21.82,18.1,24.75,1,1,6.65,285.6,234.0,12,666,654,0.76,713.07,0.2292940522512507,1.0106530801296898,1.6666666666666667,1,3
1a49aea4859d48feb21e10cf4ed241cd,8,325.33,40.67,8.7,3.59,267.69,2,2,264.1,368.25,393.0,30,618,588,1.36,713.13,0.8228260535456307,0.213916892058028,2.0,1,3
1a4ccb4a49884ce5bb5006b416842d1d,3,76.59,25.53,26.21,18.81,31.57,1,1,12.76,412.0,516.0,180,540,360,0.83,713.24,0.41219480349915133,1.026635330983157,1.5,1,2
1a4ccc5cba79437caf2a42d7ae64e16d,5,68.58,13.72,13.34,7.53,20.4,1,1,12.87,408.0,552.0,30,672,642,0.78,713.06,0.2974628171478565,0.9723032069970845,2.5,2,3
1a4dd2d3c7a54ad68bb0e067220ef4b9,5,7.08,1.42,0.44,0.09,3.74,1,1,3.65,368.4,468.0,102,540,438,1.14,713.24,0.5282485875706215,0.3098591549295775,1.25,1,2
1a55c37ef53944cda20b4f98f11ef0d8,19,286.34,15.07,13.91,5.72,25.67,5,5,19.95,365.37,408.0,42,702,660,2.88,713.02,0.08964866941398339,0.9230258792302588,3.8,2,6
1a56f12f57914c99a5df8e7567e552ef,10,14.09,1.41,1.2,0.21,4.62,3,3,4.41,439.8,543.0,0,660,660,1.52,713.08,0.32789212207239177,0.851063829787234,2.0,1,5
1a580590aced42e1a80647a28d025826,9,270.6,30.07,30.51,16.74,39.25,2,2,22.51,449.33,474.0,192,678,486,1.85,713.05,0.14504804138950478,1.014632524110409,2.25,1,3
1a5e5fbad60f4435909b3fe0c3936082,4,91.27,22.82,22.12,11.21,35.83,1,1,24.62,340.5,333.0,18,678,660,0.61,713.05,0.39257149118001533,0.9693251533742332,1.0,1,1
1a6441a8ccd74a81a388841d357b8c0d,3,47.92,15.97,15.46,7.22,25.24,1,1,18.02,626.0,594.0,582,702,120,2.5,713.02,0.526711185308848,0.9680651221039449,1.5,1,2
1a70d2330cbe4f6cb1eb1a8cc6e8b214,21,71.53,3.41,2.79,0.33,13.44,5,5,13.11,340.57,306.0,66,696,630,3.33,713.03,0.18789319166783167,0.8181818181818181,4.2,1,8
1a749877a4ff40aabf1a4554647a3b1b,1,2.15,2.15,2.15,2.15,2.15,0,0,0.0,648.0,648.0,648,648,0,1.0,713.09,1.0,1.0,1.0,1,1
1a79f623402a4e53908e254531e04f26,21,331.67,15.79,14.71,4.31,29.54,5,5,25.23,437.71,408.0,234,672,438,4.79,713.06,0.08906443151325112,0.9316022799240027,7.0,5,8
1a7fdb93120148cf97b649418c4093a6,6,37.01,6.17,5.4,1.77,11.35,2,2,9.58,376.0,462.0,12,708,696,0.86,713.01,0.30667387192650636,0.8752025931928687,1.5,1,2
1a7fdc0727d644bfbd8f1283fdd73e64,16,47.41,2.96,2.38,0.51,9.42,4,4,8.91,426.75,435.0,42,594,552,2.9,713.17,0.198692259017085,0.8040540540540541,4.0,1,7
1a8037f8a94a4b889fa53ee83e753477,5,15.58,3.12,2.41,1.43,6.4,1,1,4.97,362.4,330.0,78,636,558,0.9,713.11,0.41078305519897307,0.7724358974358975,1.6666666666666667,1,2
1a80ad14c7f7425ab5445f68c7c297e6,8,169.57,21.2,21.23,12.25,29.37,2,2,17.12,528.0,531.0,378,684,306,2.61,713.04,0.17320280710031258,1.0014150943396227,2.6666666666666665,1,4
1a81867c3c594ebda22b1ddfd5168a96,10,122.79,12.28,11.84,8.48,16.81,3,3,8.33,317.4,234.0,18,702,684,1.46,713.02,0.13690039905529763,0.9641693811074918,2.0,1,3
1a85ed00b630425aba646b057c6b0f18,11,33.22,3.02,1.98,0.85,7.58,3,3,6.73,433.64,516.0,210,654,444,2.48,713.08,0.22817579771222157,0.6556291390728477,5.5,5,6
1a8e25a2abe04bc4aa13f91b45c369db,11,292.54,26.59,27.19,12.31,46.14,3,3,33.83,342.0,366.0,48,570,522,2.11,713.2,0.15772202092021603,1.0225648740127868,2.75,1,5
1a907d3e0ceb4edaa490f896d14f25d6,3,85.94,28.65,24.04,20.13,41.77,1,1,21.64,554.0,612.0,342,708,366,0.82,713.01,0.4860367698394229,0.8390924956369983,1.0,1,1
1a9cc4b4f763429b9cb006bd78cd7a7b,15,34.48,2.3,1.45,0.27,7.97,4,4,7.7,274.0,270.0,0,588,588,2.55,713.18,0.23114849187935035,0.6304347826086957,3.0,1,6
1aa1f1278bdb4ed0abb9d0fb04ead90c,13,170.24,13.1,12.16,5.49,24.66,3,3,19.17,373.38,408.0,60,648,588,2.21,713.09,0.14485432330827067,0.9282442748091604,3.25,2,5
1aa26e8aea6440de9acb1edd6085ce64,4,12.94,3.24,3.51,0.46,5.46,1,1,5.0,475.5,471.0,342,618,276,1.45,713.13,0.42194744976816073,1.0833333333333333,2.0,2,2
1aaaa029f2ca474ab241731095baf6fd,5,127.69,25.54,22.67,18.95,33.83,1,1,14.88,220.8,240.0,24,510,486,1.03,713.29,0.26493852298535514,0.8876272513703994,1.6666666666666667,1,2
1aaf0bb7f4f34c828a75c62caf4140ce,17,62.78,3.69,3.82,0.18,9.14,4,4,8.96,378.0,480.0,48,642,594,2.86,713.1,0.14558776680471489,1.0352303523035231,4.25,2,7
1ab040cd863d4f5284899e8e3a29fea9,14,176.56,12.61,11.76,6.61,22.5,4,4,15.89,436.71,489.0,18,708,690,2.03,713.01,0.12743543271409152,0.9325931800158604,2.8,1,6
1ab5e1d8f3fa4588af94253e2a09520f,2,37.89,18.94,18.94,15.68,22.21,1,1,6.53,342.0,342.0,174,510,336,0.6,713.29,0.5861704935339139,1.0,1.0,1,1
1abb54815cc3448fb16d28f60abe955f,4,4.74,1.18,1.12,0.24,2.27,1,1,2.03,583.5,570.0,486,708,222,1.8,713.01,0.47890295358649787,0.9491525423728815,1.3333333333333333,1,2
1abeb816d9fa49b4b5b5ae51bc3d24c3,11,202.75,18.43,18.33,11.8,26.91,3,3,15.11,369.27,360.0,198,642,444,2.48,713.1,0.13272503082614057,0.9945740640260444,3.6666666666666665,1,6
1abf52a6ee1f44dd90ef5308bc8aa959,7,18.1,2.59,2.84,0.82,5.28,2,2,4.46,398.57,444.0,6,714,708,0.99,713.0,0.29171270718232045,1.0965250965250966,1.4,1,2
1ac0142abefa459aa275aeb9410b6109,13,114.5,8.81,7.82,3.55,16.61,3,3,13.06,466.62,492.0,294,660,366,3.55,713.08,0.1450655021834061,0.887627695800227,4.333333333333333,2,6
1ac81209aaeb494bb9f78b29cdad85a7,2,5.02,2.51,2.51,2.15,2.87,1,1,0.72,465.0,465.0,348,582,234,0.85,713.18,0.5717131474103586,1.0,1.0,1,1
1ac83a504e56462f9b574e9b845a32e0,14,41.2,2.94,2.61,0.08,7.12,4,4,7.04,337.71,417.0,30,612,582,2.41,713.14,0.17281553398058253,0.8877551020408163,4.666666666666667,3,6
1ac8b6a96fdb46ef882e0d41818f8f2d,13,57.18,4.4,4.4,1.46,7.37,3,3,5.91,319.85,228.0,42,714,672,1.93,713.0,0.12889122070654074,1.0,2.6,1,6
1acb3e87e3304271a3c917cc80a53780,8,143.33,17.92,17.14,12.61,24.92,2,2,12.31,394.5,441.0,120,600,480,1.67,713.16,0.17386450847694132,0.9564732142857142,2.0,1,4
1accf81e2f4147668910a4c09079556f,1,22.53,22.53,22.53,22.53,22.53,0,0,0.0,276.0,276.0,276,276,0,1.0,713.61,1.0,1.0,1.0,1,1
1acf2c2567854a3f83bc6f80abd2795a,16,101.59,6.35,5.64,2.94,14.16,4,4,11.22,361.88,351.0,108,714,606,2.64,713.0,0.13938379761787578,0.8881889763779528,3.2,1,7
1ad7cd46c9864ac989f13901b7af0001,5,114.9,22.98,22.1,14.86,30.0,1,1,15.14,404.4,486.0,114,570,456,1.1,713.2,0.2610966057441253,0.9617058311575283,1.6666666666666667,1,3
1adc7b1c849a4b048097148dcad4272d,6,21.04,3.51,3.34,2.09,5.47,2,2,3.38,516.0,537.0,402,576,174,3.45,713.19,0.2599809885931559,0.9515669515669516,3.0,2,4
1addca86e9834447824e810a4834934a,4,10.85,2.71,2.96,0.12,4.8,1,1,4.68,246.0,165.0,6,648,642,0.62,713.09,0.44239631336405527,1.0922509225092252,1.3333333333333333,1,2
1ae03282faed4ef5b54c17dabaa4e03e,4,9.1,2.28,2.06,1.11,3.86,1,1,2.75,438.0,465.0,288,534,246,1.63,713.25,0.42417582417582417,0.9035087719298247,1.3333333333333333,1,2
1aea6a116ce141f689a3d8651b978ba7,4,69.76,17.44,16.24,12.36,24.92,1,1,12.56,472.5,474.0,366,576,210,1.9,713.19,0.3572247706422018,0.9311926605504586,2.0,2,2
1aed24d32a26468c896d4bba06e62768,6,134.95,22.49,23.02,18.0,26.54,2,2,8.54,355.0,348.0,90,648,558,1.08,713.09,0.19666543164134867,1.0235660293463762,1.5,1,2
1af14c6190374b5090361b4dcc6384ca,2,38.34,19.17,19.17,19.17,19.17,0,0,0.0,588.0,588.0,480,696,216,0.93,713.03,0.5,1.0,1.0,1,1
1af1aacd7d07413d898f49a643b1294f,5,18.27,3.65,4.13,0.4,6.02,1,1,5.62,315.6,288.0,12,702,690,0.72,713.02,0.32950191570881227,1.1315068493150684,1.25,1,2
1af61b6a58934ebd85f84ffcaedb52a2,14,257.47,18.39,18.87,11.93,28.27,4,4,16.34,274.71,303.0,18,684,666,2.1,713.04,0.10979919990678524,1.0261011419249593,3.5,1,5
1af90a8ffd3340979ec578b8c2acf431,11,192.9,17.54,17.35,8.96,26.25,3,3,17.29,474.55,528.0,12,708,696,1.58,713.01,0.13608087091757387,0.9891676168757128,2.2,1,6
1afa3c131c8842b78fd580f6f6c66a6f,12,25.65,2.14,1.81,0.19,5.89,3,3,5.7,445.5,552.0,12,684,672,1.79,713.04,0.22962962962962963,0.8457943925233644,3.0,1,7
1b13f0dc7eca4451bf9dc1454140846f,8,18.25,2.28,2.2,0.11,6.08,2,2,5.97,285.0,177.0,72,696,624,1.28,713.03,0.33315068493150685,0.9649122807017545,1.6,1,4
1b1ca1a1ece440c7aac02b9f7ccf2f5a,4,111.22,27.8,25.61,18.95,41.05,1,1,22.1,426.0,441.0,126,696,570,0.7,713.03,0.369088293472397,0.9212230215827337,1.0,1,1
1b23e716c7ce45e38ffc2abd3e335028,1,21.67,21.67,21.67,21.67,21.67,0,0,0.0,600.0,600.0,600,600,0,1.0,713.16,1.0,1.0,1.0,1,1
1b24e887d980450497b631d8756128e6,20,78.31,3.92,3.36,0.35,12.39,5,5,12.04,341.1,279.0,18,714,696,2.87,713.0,0.15821734133571702,0.8571428571428571,4.0,1,7
1b280e5d01d444ddba1b3871e0ac3bbe,7,122.61,17.52,20.1,7.77,27.43,2,2,19.66,406.29,522.0,0,660,660,1.06,713.08,0.2237174781828562,1.1472602739726028,2.3333333333333335,1,4
1b2df224a41b4aa9a269be43a4b4d0ba,10,20.86,2.09,1.68,0.38,6.0,3,3,5.62,394.8,513.0,6,678,672,1.49,713.05,0.28763183125599234,0.8038277511961722,2.0,1,4
1b30646b85f5460eb255457678e02211,8,14.7,1.84,1.03,0.17,7.95,2,2,7.78,409.5,390.0,156,702,546,1.47,713.02,0.5408163265306123,0.5597826086956522,1.6,1,4
1b38189ba6f6427ca67bf106911956f8,4,78.97,19.74,18.69,16.52,25.08,1,1,8.56,388.5,390.0,174,600,426,0.94,713.16,0.3175889578320881,0.946808510638298,1.3333333333333333,1,2
1b3ad49a387943bcb2aa9b5d21d24715,8,229.49,28.69,29.4,15.56,38.39,2,2,22.83,380.25,378.0,114,630,516,1.55,713.12,0.16728397751536014,1.0247472987103519,2.0,1,3
1b3ed725e78f4f67aaf3d3f6af445b91,5,137.14,27.43,28.79,20.25,34.2,1,1,13.95,526.8,516.0,390,630,240,2.08,713.12,0.24938019542073797,1.0495807510025519,2.5,2,3
1b3ed8f0be194fe29ec3003832c2de1f,13,68.99,5.31,3.43,2.05,14.4,3,3,12.35,304.62,270.0,66,642,576,2.26,713.1,0.20872590230468185,0.6459510357815443,3.25,2,5
