person,cnt_tran,sum_am_tran,mean_am_tran,median_am_tran,min_am_tran,max_am_tran,range_amount_tran,mean_t_tran,median_t_tran,min_t_tran,max_t_tran,range_t_tran,freq_tran,last_to_end_tran
0b254a1b95384340af47130bc63ee76b,12,41.86,3.49,2.72,0.87,7.45,6.58,368.0,423.0,96,528,432,2.78,186
0b265c689a2b406095d5aec5b33bded9,1,0.67,0.67,0.67,0.67,0.67,0.0,456.0,456.0,456,456,0,0.0,258
0b321fdc45364a67858a81b59da7f943,6,14.57,2.43,1.9,0.27,6.09,5.82,429.0,465.0,84,642,558,1.08,72
0b38476159e746b58c10c4090c69fe65,14,339.48,24.25,23.12,13.76,38.28,24.52,340.29,348.0,30,666,636,2.2,48
0b3878783eed4009993f706e51f19d9e,15,313.54,20.9,19.3,12.37,36.15,23.78,412.8,432.0,72,702,630,2.38,12
0b46f27233cf4f56b5ed434eccf401aa,20,289.05,14.45,12.93,9.13,31.35,22.22,396.3,459.0,24,714,690,2.9,0
0b4c43b9cba1408a91dbf48c44b8026a,6,16.07,2.68,1.34,0.24,9.11,8.87,380.0,381.0,102,630,528,1.14,84
0b506f0a7c814c5f8bddd0634f9fa90c,9,198.22,22.02,21.99,14.3,36.69,22.39,444.67,444.0,186,696,510,1.76,18
0b538fb7a1b44847a237b9f7eb825755,4,74.33,18.58,17.14,14.99,25.07,10.08,525.0,525.0,432,618,186,2.15,96
0b54aa822f7b44e6b023cea1a0e8d8a0,4,87.04,21.76,20.84,12.8,32.56,19.76,250.5,162.0,42,636,594,0.67,78
0b5849cbbac74a1baa249064988f89f1,5,112.99,22.6,19.78,16.42,31.13,14.71,378.0,390.0,66,654,588,0.85,60
0b5dbd14f53748c0b91f7d72b4ee60e6,6,107.36,17.89,16.14,8.73,32.12,23.39,338.0,273.0,72,666,594,1.01,48
0b5e0b7de9bb42d9bc4a728be1626509,21,330.66,15.75,15.57,6.01,25.65,19.64,321.43,318.0,24,690,666,3.15,24
0b5f7c9086c24311a971fef614bafd22,4,32.22,8.06,7.88,3.36,13.1,9.74,423.0,393.0,246,660,414,0.97,54
0b63d4cabf5f4c1eab0277c6c1b09362,11,147.03,13.37,12.44,7.03,22.45,15.42,358.91,336.0,24,654,630,1.75,60
0b64be3b241c4407a5c9a71781173829,14,141.21,10.09,10.54,2.6,19.17,16.57,317.14,330.0,0,714,714,1.96,0
0b680efe1a0a40788ebb6fb2c587b4a7,4,68.04,17.01,16.83,7.8,26.58,18.78,441.0,525.0,18,696,678,0.59,18
0b6b453772ea4c3a963e92ae2b0817a2,12,27.55,2.3,1.78,0.95,7.12,6.17,442.5,495.0,6,666,660,1.82,48
0b6c775f84a8435a9083900e1cb43ec9,20,55.89,2.79,2.22,0.13,7.93,7.8,329.4,351.0,42,624,582,3.44,90
0b73997a269247088b2a63355f53ee58,2,45.4,22.7,22.7,22.44,22.96,0.52,195.0,195.0,48,342,294,0.68,372
0b7b452e6b9042839d3d6d15c057d23e,11,259.62,23.6,23.48,15.92,34.83,18.91,345.27,354.0,18,576,558,1.97,138
0b83ad12131140a9bd1b2e5e1ae457e4,3,46.37,15.46,17.13,10.93,18.31,7.38,478.0,510.0,276,648,372,0.81,66
0b8503be108149b58bdd5f1827612fdc,10,224.22,22.42,21.18,16.55,31.42,14.87,439.8,441.0,120,708,588,1.7,6
0b854279718f4295a7a6bae7cd7ee2e3,1,31.56,31.56,31.56,31.56,31.56,0.0,504.0,504.0,504,504,0,0.0,210
0b86e2ad1f2140db8dc4db1b71e1e73a,6,117.29,19.55,17.66,10.53,30.86,20.33,435.0,411.0,246,684,438,1.37,30
0b9248aa06a24ff991321150b8b56098,15,139.14,9.28,8.87,4.73,15.52,10.79,290.4,228.0,18,714,696,2.16,0
0b931f3c0c9049dd825fc371e4d759f9,6,26.82,4.47,3.95,2.77,6.79,4.02,441.0,459.0,174,654,480,1.25,60
0b99a9ca8c8946cda19fe7b27df89a2b,4,12.09,3.02,2.73,0.7,5.93,5.23,423.0,486.0,138,582,444,0.9,132
0b99c75c3e0e424fafe2975a64d66e00,8,128.88,16.11,15.5,6.2,30.3,24.1,487.5,471.0,396,630,234,3.42,84
0b9c42f29edd4e0cbbcdc22ebdeb937c,19,56.8,2.99,1.83,0.2,8.72,8.52,383.37,420.0,102,612,510,3.73,102
0b9cac742f534951b5af48395dfe6879,5,13.98,2.8,2.38,0.21,6.49,6.28,448.8,582.0,18,684,666,0.75,30
0b9d749dd7c4461c8b4547eea2ddaa65,18,56.63,3.15,2.82,0.57,7.19,6.62,468.33,528.0,204,660,456,3.95,54
0ba0d7ac80a94d28b831018681656c8d,15,36.68,2.45,1.77,0.61,4.95,4.34,284.8,192.0,18,636,618,2.43,78
0ba55f2ffeef4c70b34e1838ee36f920,5,6.68,1.34,0.84,0.53,2.99,2.46,313.2,258.0,162,594,432,1.16,120
0ba5ddd198e04ce3837c1ee2fbb3e4b1,7,18.3,2.61,1.56,0.48,8.37,7.89,326.57,360.0,30,558,528,1.33,156
0ba6584a372247e68f0ddcbf98316a0a,9,202.1,22.46,19.43,17.68,34.85,17.17,492.67,534.0,342,654,312,2.88,60
0ba6e2ad781c4429afd26cf0b35f2d11,9,23.43,2.6,1.65,0.12,6.82,6.7,370.67,468.0,54,708,654,1.38,6
0ba8b605e9ab4114b55d26c267fdff7f,10,475.92,47.59,12.3,8.25,356.36,348.11,358.2,372.0,48,672,624,1.6,42
0bab4b4713984db0ac68a9a42f6af163,13,259.75,19.98,21.39,8.46,30.8,22.34,384.46,408.0,90,684,594,2.19,30
0bb1b63ae72141ceaa722b966df2d6d2,11,42.45,3.86,2.89,1.58,12.95,11.37,391.09,396.0,30,702,672,1.64,12
0bb2879db8a0458fa7cb17280a54847f,6,150.42,25.07,25.53,18.23,34.69,16.46,391.0,300.0,138,696,558,1.08,18
0bb50a84fe1040c69f941f6f34f751b2,10,195.57,19.56,16.27,10.76,36.44,25.68,298.2,360.0,30,540,510,1.96,174
0bb56cebce3342c0a71fd5aca70abab2,3,41.69,13.9,12.75,11.96,16.98,5.02,338.0,312.0,30,672,642,0.47,42
0bbcf0985bd04fc4bbf77b4500ada512,18,309.14,17.17,17.89,5.51,31.4,25.89,456.33,447.0,138,696,558,3.23,18
0bc0a681c7a74a4abd36563d3f3646b2,5,18.17,3.63,2.19,2.02,6.29,4.27,488.4,528.0,162,672,510,0.98,42
0bc7c49f736c4a7fb104595df8c54d74,6,12.49,2.08,2.04,1.31,3.05,1.74,400.0,393.0,156,612,456,1.32,102
0bcecfedf7e448b08e5ed4c00f47217d,13,34.85,2.68,2.71,0.72,5.45,4.73,438.0,504.0,6,660,654,1.99,54
0bd0abaa6fca42d8b186c24c78358fa6,9,175.81,19.53,16.57,13.04,27.73,14.69,312.0,228.0,30,696,666,1.35,18
0bdd63f5331b4c7eb571a9cbecfb4fb7,5,18.06,3.61,3.06,1.42,6.72,5.3,458.4,498.0,162,624,462,1.08,90
0be4d6e6e5a64e4eaca901db0b124fbe,6,151.44,25.24,21.23,12.06,40.06,28.0,222.0,177.0,36,582,546,1.1,132
0be57c9e9b2048a7b769669347c6c138,14,40.81,2.92,2.72,0.19,6.51,6.32,285.43,294.0,6,444,438,3.2,270
0be7a1517b0549c991926c94869d8fb5,17,55.18,3.25,1.9,0.38,15.54,15.16,369.53,432.0,18,636,618,2.75,78
0bea4d4182784e1386cb56e0eb3cc35d,10,21.55,2.16,1.66,0.59,4.89,4.3,289.2,207.0,24,714,690,1.45,0
0bfbad000b9844b3bc6753262251ecd2,9,140.2,15.58,13.13,9.62,27.5,17.88,340.0,294.0,66,612,546,1.65,102
0bfbcb94ca614b198f1786bd29fc9b4b,4,66.8,16.7,15.34,10.76,25.35,14.59,372.0,333.0,204,618,414,0.97,96
0bfc794e24c146ceb5c899579e77b940,12,242.06,20.17,20.72,12.32,26.2,13.88,366.0,420.0,6,708,702,1.71,6
0c027f5f34dd4b9eba0a25785c611273,1,11.44,11.44,11.44,11.44,11.44,0.0,714.0,714.0,714,714,0,0.0,0
0c0af42e1e804ded94eb5d73dfffbb6f,21,80.93,3.85,2.52,0.2,15.31,15.11,302.57,288.0,42,708,666,3.15,6
0c1c3ea43216407eb168841c1a140337,4,75.24,18.81,18.53,16.44,21.74,5.3,390.0,375.0,228,582,354,1.13,132
0c1f4e74e76849b08588f8b5cd3aade7,6,93.2,15.53,16.26,9.96,21.35,11.39,291.0,261.0,36,534,498,1.2,180
0c21d96502a64b6c9a90d5ca2b8a7be8,11,19.79,1.8,1.45,0.05,5.34,5.29,332.73,408.0,0,624,624,1.76,90
0c286a286b4a4ed982768df3a7e8a8d1,9,18.24,2.03,1.81,0.08,6.11,6.03,396.0,384.0,168,714,546,1.65,0
0c2ade08c3324036901605a050fc3c69,4,13.76,3.44,2.86,1.6,6.43,4.83,480.0,543.0,204,630,426,0.94,84
0c2b6d3f0ec041e0b3ff7bca40fd57c1,7,31.13,4.45,3.08,0.27,13.48,13.21,306.0,288.0,36,546,510,1.37,168
0c2f0f0606384933a1d47dcc022bee2e,18,38.88,2.16,1.74,0.05,5.77,5.72,397.0,399.0,132,636,504,3.57,78
0c3b3be85e534b709670a6652fb30527,6,98.73,16.46,16.69,11.73,20.71,8.98,287.0,261.0,36,576,540,1.11,138
0c3e283397d74cd9a3f535c7dd1d188c,5,137.0,27.4,28.79,17.66,33.11,15.45,540.0,618.0,384,684,300,1.67,30
0c41798831f44abfbe474aba2ee0a802,5,61.63,12.33,12.21,8.71,16.2,7.49,518.4,546.0,330,630,300,1.67,84
0c4469885bf54976a3a595ec6acc3847,15,181.33,12.09,11.92,5.29,20.23,14.94,356.8,252.0,72,702,630,2.38,12
0c4636aab4284e1484b7f88c6d48ba36,8,49.63,6.2,1.92,0.15,36.04,35.89,234.0,171.0,6,624,618,1.29,90
0c4823420e2a4d53801e6d71874aaa65,11,94.57,8.6,9.13,2.83,14.53,11.7,523.64,564.0,96,708,612,1.8,6
0c48cec9c44b4b47923a70dcb0641662,8,187.32,23.42,23.19,13.77,35.54,21.77,384.75,411.0,108,672,564,1.42,42
0c55f7afe6a44b859a2344af100ec3f3,15,153.76,10.25,1.49,0.07,70.28,70.21,425.2,462.0,0,690,690,2.17,24
0c568217dc7d47ca936b567f8a22588f,4,6.56,1.64,1.52,1.14,2.39,1.25,258.0,174.0,12,672,660,0.61,42
0c57fbefe3fd4fdf8c275ed3da65f871,6,16.82,2.8,2.15,0.28,5.94,5.66,432.0,447.0,186,672,486,1.23,42
0c5d91496aec44d6a4fff1c280a6a7d5,6,19.96,3.33,3.32,0.56,5.47,4.91,447.0,537.0,54,690,636,0.94,24
0c643a90af774f3eb7f730f80f3e5b4c,4,7.91,1.98,1.69,1.04,3.49,2.45,426.0,423.0,408,450,42,9.52,264
0c6831f7dc144972882bbeaf710e2034,12,250.87,20.91,20.3,13.64,35.67,22.03,486.5,519.0,6,702,696,1.72,12
0c6ba803d2c84d71b0f0980a03912398,2,53.48,26.74,26.74,23.68,29.8,6.12,612.0,612.0,534,690,156,1.28,24
0c6ef3d7dde644c897e95f6129b55d86,9,189.66,21.07,23.76,13.0,27.81,14.81,483.33,516.0,150,702,552,1.63,12
0c74d9a15b9f4b4aa85e150e55b9beb6,4,10.79,2.7,1.94,0.91,6.0,5.09,523.5,489.0,462,654,192,2.08,60
0c7ba4aca9f3477ba0d105f3763f5871,6,186.52,31.09,32.03,16.54,39.88,23.34,394.0,414.0,60,636,576,1.04,78
0c88140597254428ba857b1e6782bce1,10,20.32,2.03,1.95,0.99,3.55,2.56,374.4,378.0,156,684,528,1.89,30
0c89378f14804b42b6e63e4dc26e8d3e,4,127.28,31.82,30.36,18.46,48.1,29.64,472.5,480.0,294,636,342,1.17,78
0c8cb8d4ccdd4aa2a9bb93c3bf4b3dc4,4,86.36,21.59,20.48,17.9,27.51,9.61,402.0,402.0,132,672,540,0.74,42
0c8e04f373a04738969178acc25b3238,3,12.97,4.32,3.82,1.71,7.44,5.73,510.0,516.0,438,576,138,2.17,138
0c8f2163ee564e05a6b07a27adea0ca9,4,85.4,21.35,20.31,15.42,29.36,13.94,471.0,465.0,294,660,366,1.09,54
0c945946715c4d2d98af6d20786c28e8,7,29.98,4.28,2.88,0.6,12.95,12.35,259.71,114.0,30,606,576,1.22,108
0c9c4852f7a04dc8be4865dac3e75d5d,4,15.82,3.96,4.57,1.19,5.48,4.29,232.5,168.0,66,528,462,0.87,186
0c9cba93f6454c16bdb698683072438b,5,6.87,1.37,0.94,0.19,3.03,2.84,361.2,318.0,108,630,522,0.96,84
0c9fe9389f694052a6296b425cdb0d86,7,219.7,31.39,33.21,24.18,36.96,12.78,327.43,366.0,18,648,630,1.11,66
0ca46c6ce97a4f0eb2b64423527f86b5,4,6.92,1.73,1.4,0.2,3.91,3.71,313.5,315.0,150,474,324,1.23,240
0caa5fbb22264d78a9608ce3761761e7,4,66.96,16.74,17.43,12.09,20.01,7.92,448.5,519.0,192,564,372,1.08,150
0cade469f8204713a1ea0ad29d578c0d,15,448.44,29.9,29.33,20.49,44.7,24.21,408.8,444.0,78,702,624,2.4,12
0cb086ad62d34af1b8a3fc1860e4215f,8,20.26,2.53,2.26,0.06,7.0,6.94,415.5,438.0,90,690,600,1.33,24
0cb948aa329f4902afa2e3f19af6dec9,10,14.27,1.43,1.21,0.16,4.07,3.91,417.0,381.0,204,660,456,2.19,54
0cbb467090b142ca89d238bf9a9a3b4d,6,15.65,2.61,2.39,0.92,5.37,4.45,282.0,186.0,12,648,636,0.94,66
0cbb7a6f90b94efd801ed46d95a22c9d,2,2.96,1.48,1.48,0.48,2.48,2.0,363.0,363.0,240,486,246,0.81,228
0cbc5b2f775f4ae69b79196ec2ee061e,9,91.69,10.19,9.23,4.85,16.87,12.02,342.67,360.0,0,696,696,1.29,18
0cc0066758e647e3adb2e9d06eb7de59,14,272.91,19.49,19.15,8.99,32.0,23.01,403.29,450.0,60,642,582,2.41,72
0cc00e05b6be41e78d8385f64ccb5e15,7,223.25,31.89,29.03,26.23,41.73,15.5,378.86,384.0,126,576,450,1.56,138
0cc13b3094c7473aa4fd1a6b35d25652,7,31.05,4.44,4.04,0.94,11.31,10.37,408.0,462.0,96,708,612,1.14,6
0cc67e089ff64108a2fa117971f666f9,4,76.39,19.1,18.63,14.2,24.93,10.73,435.0,453.0,330,504,174,2.3,210
0cc6e8553c844c02ab525bc466aa569b,3,903.93,301.31,26.81,26.76,850.36,823.6,468.0,522.0,252,630,378,0.79,84
0cca03ab86bd478199187560be008d63,4,11.76,2.94,1.75,0.05,8.21,8.16,256.5,174.0,102,576,474,0.84,138
0cca2a7a1b6c44c9b0c7b78856dfd40b,7,113.32,16.19,16.46,9.16,22.62,13.46,450.0,480.0,174,582,408,1.72,132
0cdb6f990b804f3fa1ee88c757bfff86,3,39.85,13.28,14.13,10.58,15.14,4.56,268.0,306.0,66,432,366,0.82,282
0cdbae04f7394db9b09a905291336ea6,8,118.93,14.87,10.68,8.33,28.39,20.06,328.5,276.0,90,702,612,1.31,12
0cdc033bb1f44552a01956cbe57a43a6,5,14.23,2.85,3.86,0.56,4.82,4.26,278.4,270.0,156,486,330,1.52,228
0ce0ba52448e482590a6ddd885050b3d,5,150.63,30.13,30.1,19.27,39.27,20.0,405.6,432.0,138,618,480,1.04,96
0ce9a07602cc40c298a27089b5f2175a,4,77.04,19.26,20.2,11.77,24.88,13.11,364.5,393.0,114,558,444,0.9,156
0cebf0c50b1f4aa7a403380b2851109b,7,167.88,23.98,22.46,18.6,31.97,13.37,347.14,408.0,36,630,594,1.18,84
0cec20d571574e2d810148b0e26b2047,11,26.55,2.41,2.36,0.15,5.84,5.69,539.45,588.0,282,684,402,2.74,30
0cefab35004f4329971c5a91696932b4,17,100.39,5.91,2.15,0.05,69.31,69.26,324.35,318.0,36,678,642,2.65,36
0cf2ddcf6c034ac9906831614a360d0d,4,68.03,17.01,13.84,10.16,30.2,20.04,387.0,432.0,42,642,600,0.67,72
0cf6244daee84b73afb0c96ff4ad3454,8,32.12,4.01,3.35,1.04,7.06,6.02,458.25,480.0,168,648,480,1.67,66
0cfa52f4335642c9a7602854eb509d9c,3,6.75,2.25,2.13,2.06,2.56,0.5,550.0,534.0,402,714,312,0.96,0
0cfb5a7caa0e4bc89aeff1849c4f4fe3,10,277.55,27.76,27.92,19.45,43.61,24.16,357.6,360.0,42,648,606,1.65,66
0cfc87a1aec942fd9c6055add7179075,15,273.44,18.23,14.78,11.29,28.77,17.48,412.8,510.0,96,624,528,2.84,90
0cfff5bcbc2c4da8b633fb7b06593625,4,64.86,16.22,13.58,6.73,30.97,24.24,294.0,267.0,216,426,210,1.9,288
0d069e0def304114b261daa9695433ba,10,204.85,20.48,20.34,10.97,33.79,22.82,441.0,480.0,78,678,600,1.67,36
0d090272e52845acab67d8eaf8960366,4,62.3,15.58,15.2,8.94,22.96,14.02,396.0,393.0,192,606,414,0.97,108
0d0a9ca9281248a8a35806c9ae68f872,12,119.6,9.97,9.85,5.34,20.51,15.17,442.0,468.0,180,618,438,2.74,96
0d0c8b66f0954686ad82e5eb8a61baf6,12,130.83,10.9,11.6,5.38,15.47,10.09,362.0,342.0,12,690,678,1.77,24
0d13a6068f4448799bd2faf79a6f2e95,15,317.28,21.15,19.63,8.74,33.25,24.51,546.4,570.0,294,678,384,3.91,36
0d15aeb66e044f26b1a50c678cef7fe4,3,52.33,17.44,19.06,14.04,19.23,5.19,392.0,414.0,162,600,438,0.68,114
0d18c37c8b58459f8aa6af2f7b541357,7,17.38,2.48,1.61,0.51,6.25,5.74,421.71,408.0,18,696,678,1.03,18
0d1f4bc41883493ba6f72af2485bab65,11,299.68,27.24,27.51,17.07,39.41,22.34,386.18,414.0,222,588,366,3.01,126
0d219e744675450583b6981e39306587,5,7.09,1.42,0.37,0.06,4.06,4.0,490.8,540.0,336,600,264,1.89,114
0d21bafce46a417d9488c090367278e1,12,233.78,19.48,19.94,10.09,26.36,16.27,369.0,366.0,156,666,510,2.35,48
0d22a83650df410d978e9ae2a3f94152,15,30.7,2.05,1.73,0.05,5.44,5.39,380.4,414.0,42,708,666,2.25,6
0d24a49bc2ca4b38834bd30114979ee9,8,17.25,2.16,2.1,0.86,3.43,2.57,431.25,522.0,96,660,564,1.42,54
0d24afa153544549ac3117f32fdd9072,8,144.51,18.06,15.56,12.5,29.13,16.63,307.5,297.0,72,672,600,1.33,42
0d2aa8fa2faf49a383bf5b02d67d62da,4,8.46,2.12,1.88,0.53,4.17,3.64,570.0,594.0,402,690,288,1.39,24
0d2c8f6e2cd441bbbbfaf0036c41630d,14,303.95,21.71,21.08,11.85,29.77,17.92,372.0,366.0,18,678,660,2.12,36
0d3451dbd862480caf1f408154c18887,1,0.29,0.29,0.29,0.29,0.29,0.0,528.0,528.0,528,528,0,0.0,186
0d3dc68161a243b3931832164030ff8b,7,203.17,29.02,30.03,20.94,35.84,14.9,468.86,468.0,150,624,474,1.48,90
0d3f3f5f65b5433db4ef88f6cb518c29,9,19.94,2.22,1.32,0.05,6.81,6.76,400.67,438.0,72,690,618,1.46,24
0d430e04265c4049809fe2ce680940ee,9,165.53,18.39,16.5,7.24,33.14,25.9,364.0,324.0,60,708,648,1.39,6
0d4bc2b53dcf4489bffe55c3a32adf1f,9,34.04,3.78,2.13,0.34,15.44,15.1,373.33,576.0,24,654,630,1.43,60
0d50a9abf52442e29e484474cc8d0d68,5,115.73,23.15,21.89,19.27,29.17,9.9,373.2,510.0,18,594,576,0.87,120
0d52476253874872970140a42a277a2b,5,121.05,24.21,23.72,17.39,33.15,15.76,248.4,228.0,102,450,348,1.44,264
0d56277b07ed4a8bb3a19325803e3579,10,179.79,17.98,18.23,9.2,25.65,16.45,477.0,555.0,36,702,666,1.5,12
0d58682ece0e4b788eff41f6d805314e,5,102.85,20.57,19.87,15.47,25.63,10.16,439.2,474.0,192,624,432,1.16,90
0d5b03d6662f4a789fa24f8383ace671,4,63.68,15.92,15.72,11.26,20.99,9.73,519.0,588.0,204,696,492,0.81,18
0d5c1536f389406fb476f63658c20fda,2,39.7,19.85,19.85,19.25,20.45,1.2,597.0,597.0,528,666,138,1.45,48
0d5eac9a9e284f75b81b6d664a65c188,4,69.37,17.34,16.51,8.63,27.72,19.09,520.5,483.0,402,714,312,1.28,0
0d6c058f1193416781734b5886fcbc4e,4,15.45,3.86,3.92,2.57,5.03,2.46,177.0,99.0,42,468,426,0.94,246
0d6cc5eb3fb84a05aaa042abfd286945,11,229.77,20.89,21.46,10.59,34.02,23.43,314.18,372.0,12,558,546,2.01,156
0d6ff25e524b4d1e97039c91a20113f6,4,12.51,3.13,2.78,1.16,5.79,4.63,402.0,402.0,114,690,576,0.69,24
0d71469761604d3688ca099ff09a403f,6,127.07,21.18,20.5,16.93,27.07,10.14,526.0,519.0,300,714,414,1.45,0
0d732f0791d34ef393aa6dee0b260ede,12,31.09,2.59,2.7,0.63,4.78,4.15,443.0,543.0,0,714,714,1.68,0
0d74b166a5e54b269795dbaf38c6dfae,27,100.21,3.71,2.81,0.24,12.03,11.79,351.33,372.0,24,690,666,4.05,24
0d78e1683bdb47f2919a8b4a62e6488d,6,144.68,24.11,23.22,10.53,41.8,31.27,556.0,564.0,408,690,282,2.13,24
0d799e1906ff4387bfc3cfab8600ff4e,5,8.75,1.75,1.9,0.76,2.35,1.59,386.4,420.0,84,660,576,0.87,54
0d837358d66749459ddafd22b85f722f,14,154.13,11.01,11.44,5.1,18.08,12.98,384.86,459.0,6,672,666,2.1,42
0d8d6d7dbda1470792c74b8fb1f82f36,6,173.08,28.85,27.29,20.75,37.1,16.35,360.0,327.0,114,654,540,1.11,60
0d8ed206607c4ff98c9222339de108f2,8,32.7,4.09,4.53,0.05,7.5,7.45,480.0,573.0,204,666,462,1.73,48
0d92e7575a224263927f4f0307284441,7,89.84,12.83,0.69,0.26,84.96,84.7,572.57,600.0,318,666,348,2.01,48
0d9532ebd7394223a47f93849cc8eee1,6,20.32,3.39,1.78,0.11,9.77,9.66,472.0,489.0,276,684,408,1.47,30
0d96a963d3e94044aa7934276db005e4,9,97.93,10.88,9.97,3.51,17.91,14.4,402.67,474.0,96,630,534,1.69,84
0d9a55f4493544deaf6b1dbc007373b8,6,200.8,33.47,36.68,16.11,49.48,33.37,451.0,525.0,72,702,630,0.95,12
0d9a6758e02e4e11a68d48c22ccd8901,4,5.48,1.37,0.67,0.08,4.06,3.98,144.0,30.0,0,516,516,0.78,198
0d9b73ed8868407e9fc6537bf08f1610,19,55.87,2.94,2.3,0.16,8.83,8.67,459.79,528.0,90,690,600,3.17,24
0dab5a72d09e42ee957a574567a5ad3f,18,276.08,15.34,15.47,6.81,22.71,15.9,408.67,519.0,24,684,660,2.73,30
0dae72f0da8849e9b0f95050e6c69856,10,16.97,1.7,1.24,0.33,5.3,4.97,367.2,396.0,84,702,618,1.62,12
0db38d21da2e4d17b1b0b43320b7ebab,12,39.12,3.26,2.04,0.27,9.13,8.86,257.5,237.0,6,582,576,2.08,132
0dc5a10c6c654387b7e1298724a464e1,7,22.51,3.22,1.99,0.6,12.93,12.33,306.0,228.0,126,618,492,1.42,96
0dc85918181e4c3eb0e412d37fa8a552,2,55.53,27.76,27.76,21.87,33.66,11.79,588.0,588.0,462,714,252,0.79,0
0dcdc92ac2c74dacb1e53bb046398cec,12,193.32,16.11,14.62,5.14,24.73,19.59,474.0,504.0,192,684,492,2.44,30
0dce458d31ae427cb2fe83841dc236b4,16,188.35,11.77,11.89,5.85,19.06,13.21,271.88,258.0,24,600,576,2.78,114
0dd489ee7a524f6c81947243b4ced288,12,33.15,2.76,2.22,0.09,7.82,7.73,338.0,372.0,42,552,510,2.35,162
0dd96a99c8814d0c9ce06a4f1aadbb9c,13,157.8,12.14,9.67,5.07,27.96,22.89,498.46,462.0,312,672,360,3.61,42
0ddad59124e745d98d38210400400a97,4,9.18,2.3,1.66,0.28,5.59,5.31,216.0,174.0,84,432,348,1.15,282
0de1bbba4f4c4723a088e5739d2fd592,2,2.31,1.15,1.15,0.28,2.03,1.75,579.0,579.0,468,690,222,0.9,24
0de7e5bda8e84fcfa7c67bf87170c88e,8,180.84,22.6,22.56,13.51,32.62,19.11,343.5,375.0,30,636,606,1.32,78
0de88a1f670a470ab5dda5e4242bcbb9,6,166.95,27.82,28.52,20.0,37.18,17.18,357.0,300.0,198,588,390,1.54,126
0def8320fc9e4ec1a74e75bd3e1a993f,8,20.45,2.56,2.58,0.36,4.53,4.17,409.5,429.0,72,624,552,1.45,90
0df14ab3f3274a0bbc4c76acef224f02,10,30.18,3.02,1.58,0.24,11.74,11.5,375.6,333.0,72,714,642,1.56,0
0dffd428f9f94f60aaf80dd5ac210206,10,268.42,26.84,26.47,16.59,39.0,22.41,358.2,381.0,72,618,546,1.83,96
0e03241e165b4686a2e5e546d499e637,9,202.67,22.52,20.63,13.28,32.46,19.18,429.33,438.0,198,654,456,1.97,60
0e0b661dcd6e456c816747eaf0342057,6,143.15,23.86,25.48,17.35,28.46,11.11,328.0,327.0,24,672,648,0.93,42
0e14aee174bf42e6821720e733e112de,6,151.26,25.21,24.37,21.52,30.67,9.15,328.0,306.0,42,648,606,0.99,66
0e1578217ad7455d8cb08509eeee1aee,3,40.09,13.36,12.13,7.17,20.79,13.62,400.0,426.0,210,564,354,0.85,150
0e16e7aec2f5499999439990a56e2ddd,12,15.83,1.32,0.86,0.05,4.96,4.91,369.5,360.0,48,618,570,2.11,96
0e18338db3524564870a52ee5cfe68a4,15,684.26,45.62,14.8,6.74,469.55,462.81,352.0,438.0,18,534,516,2.91,180
0e1ba2f7bef34c4788328679e52fd56c,4,61.06,15.26,15.68,12.22,17.49,5.27,400.5,402.0,198,600,402,1.0,114
0e1bcbaa5ca64055a1ebc360886b1c17,3,85.12,28.37,27.99,15.65,41.48,25.83,314.0,192.0,150,600,450,0.67,114
0e1c6bc99dc34d8d82d7a0048de8501e,4,14.76,3.69,1.38,0.55,11.45,10.9,495.0,555.0,252,618,366,1.09,96
0e1d61a719e54bf596e45f1b4948b3d0,4,102.72,25.68,28.96,11.71,33.1,21.39,381.0,414.0,108,588,480,0.83,126
0e28b22b5f68463baff0f9e4d8353797,20,48.58,2.43,2.16,0.43,5.1,4.67,460.2,504.0,60,714,654,3.06,0
0e2a283e9c2247678cd7fb69009b13ac,7,137.42,19.63,23.19,8.25,29.33,21.08,389.14,444.0,186,516,330,2.12,198
0e3186ea9b0b4c378f89e413ee6ff69b,3,10.91,3.64,2.85,2.24,5.82,3.58,544.0,528.0,492,612,120,2.5,102
0e389daa5f5b428489ddabfdc0eb9f7b,3,80.93,26.98,25.41,23.81,31.71,7.9,530.0,552.0,408,630,222,1.35,84
0e3b4b66438c4b52a1b050daa1ae8cc7,4,71.81,17.95,19.24,12.26,21.06,8.8,315.0,321.0,6,612,606,0.66,102
0e3dc1b57ab447199f7e7f223981a37c,3,78.19,26.06,25.89,25.63,26.67,1.04,540.0,534.0,486,600,114,2.63,114
0e40f7b94c2b424285625d310311f3d6,3,9.02,3.01,2.21,0.31,6.5,6.19,488.0,504.0,408,552,144,2.08,162
0e4e14ea66044a9eaee0b5efbff6ca62,16,261.37,16.34,15.84,7.91,25.48,17.57,398.62,369.0,138,714,576,2.78,0
0e5242be49104c608825b24ee7b85fad,9,20.48,2.28,1.46,0.19,9.07,8.88,419.33,414.0,42,684,642,1.4,30
0e5a036dfa3e4b2b89672b2e008086b7,7,17.56,2.51,2.43,0.89,4.56,3.67,429.43,468.0,42,708,666,1.05,6
0e5b96f4d09a4bad94da8b04b0ed9a4e,6,141.99,23.67,20.87,15.45,38.96,23.51,331.0,234.0,96,696,600,1.0,18
0e6943735578469cada541e3654a5693,12,44.19,3.68,2.18,0.7,9.63,8.93,473.5,504.0,132,690,558,2.15,24
