,person,gender,age,offer_type,income,cnt_offer_completed,cnt_offer_received,cnt_offer_viewed,t_offer_completed,t_offer_received,t_offer_viewed,to_vr,to_cv,to_cr,curiosity_vr,eagerness_cv,overall_cr,influence,ext_influence
6989,33a640f69ca54196b956726fb42c7477,F,80,discount,118000,4,4,3,430,372,504,132,-73,58,0,-1,1,0,0
6990,33a640f69ca54196b956726fb42c7477,F,80,informational,118000,0,1,0,0,168,0,0,0,0,0,0,0,0,0
6991,33abc51707a648e5901b6d519ad07b36,M,52,bogo,53000,1,1,1,432,408,432,24,0,24,4,100,4,1,1
6992,33abc51707a648e5901b6d519ad07b36,M,52,discount,53000,1,1,1,570,504,504,0,66,66,100,1,1,1,0
6993,33b3748d50284c35a2060f56bcc62307,F,69,bogo,75000,1,1,1,426,408,414,6,12,18,14,7,5,1,0
6994,33b3748d50284c35a2060f56bcc62307,F,69,informational,75000,0,1,1,0,168,228,60,0,0,1,0,0,0,0
6995,33b72f542d964a07b287e69d33eb380f,F,40,bogo,96000,1,1,1,480,408,414,6,66,72,14,1,1,1,0
6996,33b72f542d964a07b287e69d33eb380f,F,40,discount,96000,2,2,2,402,288,351,63,51,114,1,1,0,1,0
6997,33b72f542d964a07b287e69d33eb380f,F,40,informational,96000,0,2,2,0,252,267,15,0,0,6,0,0,0,0
6998,33b8b0d84d9f4717bdc26785c7779552,F,96,bogo,78000,2,2,1,336,288,234,-54,102,48,-1,0,2,1,0
6999,33b8b0d84d9f4717bdc26785c7779552,F,96,discount,78000,1,2,0,42,168,0,0,0,-126,0,0,0,0,0
7000,33b98f82f88d4775ad8abc05cbeb7c8b,F,77,bogo,31000,1,2,2,588,252,315,63,273,336,1,0,0,1,0
7001,33b98f82f88d4775ad8abc05cbeb7c8b,F,77,informational,31000,0,2,2,0,492,540,48,0,0,2,0,0,0,0
7002,33bdcb9aa1fe4ed4a181b9e028ef1245,O,66,bogo,70000,2,2,2,504,420,429,9,75,84,10,1,1,1,0
7003,33bdcb9aa1fe4ed4a181b9e028ef1245,O,66,discount,70000,4,4,4,336,288,291,3,45,48,25,2,2,1,0
7004,33be916683434fa3b66027d490a33e2c,M,40,bogo,56000,3,3,3,466,440,450,10,16,26,9,5,3,1,0
7005,33be916683434fa3b66027d490a33e2c,M,40,discount,56000,1,1,1,198,168,174,6,24,30,14,4,3,1,0
7006,33be916683434fa3b66027d490a33e2c,M,40,informational,56000,0,1,1,0,0,12,12,0,0,7,0,0,0,0
7007,33c0f47831494a07880bfa248b9c0680,F,61,bogo,84000,1,3,3,636,496,558,62,78,140,1,1,0,1,0
7008,33c0f47831494a07880bfa248b9c0680,F,61,discount,84000,0,1,1,0,336,336,0,0,0,100,0,0,0,0
7009,33c0f47831494a07880bfa248b9c0680,F,61,informational,84000,0,1,1,0,168,204,36,0,0,2,0,0,0,0
7010,33ca79edeaf946929d96acd1d4c1d4eb,M,26,bogo,39000,0,1,1,0,0,30,30,0,0,3,0,0,0,0
7011,33ca79edeaf946929d96acd1d4c1d4eb,M,26,discount,39000,1,1,1,618,504,522,18,96,114,5,1,0,1,0
7012,33ca79edeaf946929d96acd1d4c1d4eb,M,26,informational,39000,0,3,1,0,384,600,216,0,0,0,0,0,0,0
7013,33cb21065cc5451ab45154d31e88178b,M,74,bogo,63000,1,1,1,528,504,516,12,12,24,7,7,4,1,0
7014,33cb21065cc5451ab45154d31e88178b,M,74,discount,63000,1,1,1,528,408,408,0,120,120,100,0,0,1,0
7015,33cb21065cc5451ab45154d31e88178b,M,74,informational,63000,0,2,2,0,168,195,27,0,0,3,0,0,0,0
7016,33cc2d9ac6d544b6a3dc2cc2a9eae11a,F,59,bogo,52000,2,2,2,507,492,501,9,6,15,10,14,6,1,0
7017,33cc2d9ac6d544b6a3dc2cc2a9eae11a,F,59,discount,52000,1,1,1,84,0,60,60,24,84,1,4,1,1,0
7018,33cc2d9ac6d544b6a3dc2cc2a9eae11a,F,59,informational,52000,0,1,1,0,168,174,6,0,0,14,0,0,0,0
7019,33ccbda880444190b6f69186eb5ac8cb,F,40,bogo,53000,3,3,3,176,168,186,18,-10,8,5,-11,11,0,0
7020,33ccbda880444190b6f69186eb5ac8cb,F,40,discount,53000,1,1,1,678,576,660,84,18,102,1,5,0,1,0
7021,33ccbda880444190b6f69186eb5ac8cb,F,40,informational,53000,0,1,1,0,504,528,24,0,0,4,0,0,0,0
7022,33d7ceb44c7d41b59eb7b3387deb2c90,F,64,bogo,118000,1,1,1,174,168,204,36,-30,6,2,-3,14,0,0
7023,33d7ceb44c7d41b59eb7b3387deb2c90,F,64,discount,118000,1,2,2,18,252,324,72,-306,-234,1,0,0,0,0
7024,33d7ceb44c7d41b59eb7b3387deb2c90,F,64,informational,118000,0,2,0,0,372,0,0,0,0,0,0,0,0,0
7025,33d7d058b31f473ea2e2a1b53971ee8a,M,34,bogo,46000,2,3,1,174,224,186,-38,-12,-50,-2,-9,-2,0,0
7026,33d7d058b31f473ea2e2a1b53971ee8a,M,34,discount,46000,1,1,1,648,576,588,12,60,72,7,1,1,1,0
7027,33d933f005aa41a39673220662db5294,M,45,bogo,62000,0,1,1,0,504,528,24,0,0,4,0,0,0,0
7028,33dbe11cf12d46b6a1c746d5529f8ee9,M,85,bogo,59000,0,2,2,0,456,498,42,0,0,2,0,0,0,0
7029,33dbe11cf12d46b6a1c746d5529f8ee9,M,85,discount,59000,0,2,2,0,204,231,27,0,0,3,0,0,0,0
7030,33dbe11cf12d46b6a1c746d5529f8ee9,M,85,informational,59000,0,1,1,0,168,186,18,0,0,5,0,0,0,0
7031,33e0c7e2ff0743d99192c9b2fce01f6b,F,59,bogo,52000,1,1,1,588,504,624,120,-36,84,0,-2,1,0,0
7032,33e0c7e2ff0743d99192c9b2fce01f6b,F,59,discount,52000,3,3,2,234,168,120,-48,114,66,-2,0,1,1,0
7033,33e4e9352ea04b559e0d0a210642ecb3,M,39,bogo,73000,1,1,1,48,0,18,18,30,48,5,3,2,1,0
7034,33e4e9352ea04b559e0d0a210642ecb3,M,39,discount,73000,3,4,2,568,456,504,48,64,112,2,1,0,1,0
7035,33e69e3b0e7e46299c2d1547e181786c,F,51,bogo,30000,0,1,1,0,504,510,6,0,0,14,0,0,0,0
7036,33e69e3b0e7e46299c2d1547e181786c,F,51,discount,30000,0,3,2,0,328,357,29,0,0,3,0,0,0,0
7037,33e69e3b0e7e46299c2d1547e181786c,F,51,informational,30000,0,1,0,0,168,0,0,0,0,0,0,0,0,0
7038,33f120eee1ab4a989cb5ad82c0f428a8,F,55,bogo,82000,1,1,1,414,336,354,18,60,78,5,1,1,1,0
7039,33f120eee1ab4a989cb5ad82c0f428a8,F,55,discount,82000,1,1,0,618,504,0,0,0,114,0,0,0,0,0
7040,33f120eee1ab4a989cb5ad82c0f428a8,F,55,informational,82000,0,2,2,0,372,462,90,0,0,1,0,0,0,0
7041,33f94bb3043b445aaf283946b4b5f3a1,F,47,bogo,37000,0,1,1,0,0,54,54,0,0,1,0,0,0,0
7042,33f94bb3043b445aaf283946b4b5f3a1,F,47,discount,37000,1,2,1,522,456,504,48,18,66,2,5,1,1,0
7043,33f94bb3043b445aaf283946b4b5f3a1,F,47,informational,37000,0,1,0,0,168,0,0,0,0,0,0,0,0,0
7044,33fe336e26ed40c38b69e0c59618820f,M,70,bogo,31000,0,1,1,0,504,504,0,0,0,100,0,0,0,0
7045,33fe336e26ed40c38b69e0c59618820f,M,70,discount,31000,1,2,1,282,288,192,-96,90,-6,-1,1,-20,1,0
7046,34033b32f2124d099cf8e1bd8cfe28d1,M,34,bogo,60000,2,2,1,465,420,348,-72,117,45,-1,0,2,1,0
7047,34033b32f2124d099cf8e1bd8cfe28d1,M,34,discount,60000,1,2,1,582,288,576,288,6,294,0,14,0,1,0
7048,34033b32f2124d099cf8e1bd8cfe28d1,M,34,informational,60000,0,2,2,0,288,312,24,0,0,4,0,0,0,0
7049,34033bd14aa2441f944909a4906c23c5,F,68,bogo,87000,1,2,1,468,168,156,-12,312,300,-9,0,0,1,0
7050,34033bd14aa2441f944909a4906c23c5,F,68,discount,87000,1,3,0,294,360,0,0,0,-66,0,0,-1,0,0
7051,3403ae9e2e7943a6a4cf242471c66e6f,M,42,bogo,86000,1,2,2,468,288,303,15,165,180,6,0,0,1,0
7052,3403ae9e2e7943a6a4cf242471c66e6f,M,42,discount,86000,2,2,2,444,420,492,72,-48,24,1,-2,4,0,0
7053,3403ae9e2e7943a6a4cf242471c66e6f,M,42,informational,86000,0,1,1,0,0,78,78,0,0,1,0,0,0,0
7054,34064317a1c84e2f8872964d1d5a2a59,F,51,bogo,72000,2,2,2,408,372,423,51,-15,36,1,-7,2,0,0
7055,34064317a1c84e2f8872964d1d5a2a59,F,51,discount,72000,2,2,0,516,372,0,0,0,144,0,0,0,0,0
7056,34064317a1c84e2f8872964d1d5a2a59,F,51,informational,72000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7057,3408fd05c781401f8442fb6dbaaea9c7,M,24,bogo,48000,1,1,1,354,336,354,18,0,18,5,100,5,1,1
7058,3408fd05c781401f8442fb6dbaaea9c7,M,24,discount,48000,3,3,1,478,416,504,88,-26,62,1,-4,1,0,0
7059,341276cb09ac42ad8473be091b52b082,F,79,bogo,99000,0,1,1,0,0,54,54,0,0,1,0,0,0,0
7060,341276cb09ac42ad8473be091b52b082,F,79,discount,99000,1,2,1,264,288,192,-96,72,-24,-1,1,-4,1,0
7061,341276cb09ac42ad8473be091b52b082,F,79,informational,99000,0,1,1,0,576,576,0,0,0,100,0,0,0,0
7062,34133498709c4f2b95af0cc334171602,F,71,discount,98000,2,2,1,576,492,600,108,-24,84,0,-4,1,0,0
7063,34133498709c4f2b95af0cc334171602,F,71,informational,98000,0,2,0,0,168,0,0,0,0,0,0,0,0,0
7064,341788ffa12b4673b36e93f92716c016,F,52,discount,83000,1,2,1,348,456,348,-108,0,-108,0,100,0,1,1
7065,341788ffa12b4673b36e93f92716c016,F,52,informational,83000,0,1,1,0,408,540,132,0,0,0,0,0,0,0
7066,341961ce048a4429a5fcf5e746375370,F,27,bogo,36000,0,1,1,0,408,408,0,0,0,100,0,0,0,0
7067,341961ce048a4429a5fcf5e746375370,F,27,discount,36000,1,3,3,660,360,372,12,288,300,7,0,0,1,0
7068,341961ce048a4429a5fcf5e746375370,F,27,informational,36000,0,1,1,0,336,348,12,0,0,7,0,0,0,0
7069,3423953f128c4cdc84b123eb6f5f4c40,M,47,bogo,34000,0,3,2,0,224,354,130,0,0,0,0,0,0,0
7070,3423953f128c4cdc84b123eb6f5f4c40,M,47,discount,34000,1,2,1,702,456,576,120,126,246,0,0,0,1,0
7071,34290ee4c4db45c3bae89de9ad7a4e8b,M,46,informational,36000,0,3,3,0,304,338,34,0,0,2,0,0,0,0
7072,342d282824ff455c924338fedf996076,M,46,bogo,58000,0,3,3,0,360,372,12,0,0,7,0,0,0,0
7073,342d282824ff455c924338fedf996076,M,46,discount,58000,0,2,2,0,372,396,24,0,0,4,0,0,0,0
7074,342d282824ff455c924338fedf996076,M,46,informational,58000,0,1,1,0,168,168,0,0,0,100,0,0,0,0
7075,3431e2d3d22e4bb2816244a7ac7c4721,F,70,bogo,74000,0,3,2,0,360,312,-48,0,0,-2,0,0,0,0
7076,3431e2d3d22e4bb2816244a7ac7c4721,F,70,discount,74000,0,1,1,0,576,612,36,0,0,2,0,0,0,0
7077,3431e2d3d22e4bb2816244a7ac7c4721,F,70,informational,74000,0,2,1,0,168,384,216,0,0,0,0,0,0,0
7078,343a60997ee54bd58cc3601ddcb053ea,M,32,bogo,73000,0,1,1,0,0,78,78,0,0,1,0,0,0,0
7079,343a60997ee54bd58cc3601ddcb053ea,M,32,discount,73000,2,5,2,447,398,519,120,-72,48,0,-1,2,0,0
7080,343e4bfac5aa46ad92d6d02b874a879d,M,67,bogo,90000,3,3,3,292,224,246,22,46,68,4,2,1,1,0
7081,343e4bfac5aa46ad92d6d02b874a879d,M,67,discount,90000,1,1,1,540,408,444,36,96,132,2,1,0,1,0
7082,343e4bfac5aa46ad92d6d02b874a879d,M,67,informational,90000,0,1,1,0,336,336,0,0,0,100,0,0,0,0
7083,3446d272fcef4bd28e88300d1163840a,M,45,bogo,74000,1,1,1,420,408,408,0,12,12,100,7,7,1,0
7084,3446d272fcef4bd28e88300d1163840a,M,45,discount,74000,2,2,2,264,168,177,9,87,96,10,1,1,1,0
7085,3446d272fcef4bd28e88300d1163840a,M,45,informational,74000,0,2,2,0,540,588,48,0,0,2,0,0,0,0
7086,3451f04e7ee5436597ed24c765333699,M,25,informational,42000,0,1,1,0,168,180,12,0,0,7,0,0,0,0
7087,345b2431ce28457b97e7492506803d2e,F,68,bogo,54000,1,2,2,546,252,264,12,282,294,7,0,0,1,0
7088,345b2431ce28457b97e7492506803d2e,F,68,discount,54000,1,1,1,408,408,414,6,-6,0,14,-20,100,0,0
7089,345b2431ce28457b97e7492506803d2e,F,68,informational,54000,0,2,2,0,252,264,12,0,0,7,0,0,0,0
7090,345f9431137a49b3963221a55567c4a8,M,53,bogo,77000,2,2,2,342,288,330,42,12,54,2,7,1,1,0
7091,345f9431137a49b3963221a55567c4a8,M,53,discount,77000,1,2,1,540,540,714,174,-174,0,0,0,100,0,0
7092,345f9431137a49b3963221a55567c4a8,M,53,informational,77000,0,1,1,0,0,144,144,0,0,0,0,0,0,0
7093,346ca0b690b44443a4fc2bd747964066,F,52,bogo,85000,1,1,0,372,336,0,0,0,36,0,0,2,0,0
7094,346ca0b690b44443a4fc2bd747964066,F,52,discount,85000,2,2,2,258,204,225,21,33,54,4,2,1,1,0
7095,346ca0b690b44443a4fc2bd747964066,F,52,informational,85000,0,1,0,0,504,0,0,0,0,0,0,0,0,0
7096,346f86f3e8fd439a83e741e67e3fb74d,M,52,bogo,97000,1,2,2,414,492,513,21,-99,-78,4,-1,-1,0,0
7097,346f86f3e8fd439a83e741e67e3fb74d,M,52,discount,97000,1,1,1,336,336,354,18,-18,0,5,-5,100,0,0
7098,346f86f3e8fd439a83e741e67e3fb74d,M,52,informational,97000,0,2,1,0,336,276,-60,0,0,-1,0,0,0,0
7099,3478c81d15234db3b702cefcf7c4afbe,M,67,bogo,71000,1,1,1,426,408,444,36,-18,18,2,-5,5,0,0
7100,3478c81d15234db3b702cefcf7c4afbe,M,67,discount,71000,2,2,2,510,456,492,36,18,54,2,5,1,1,0
7101,3478c81d15234db3b702cefcf7c4afbe,M,67,informational,71000,0,1,1,0,168,168,0,0,0,100,0,0,0,0
7102,3479b8d7e29a48409a04db7318a065f3,M,43,bogo,45000,0,1,1,0,408,462,54,0,0,1,0,0,0,0
7103,3479b8d7e29a48409a04db7318a065f3,M,43,informational,45000,0,1,1,0,576,588,12,0,0,7,0,0,0,0
7104,347a75e83b70480ba7b53c7f737ebb4a,F,82,bogo,55000,2,2,2,396,372,381,9,15,24,10,6,4,1,0
7105,347a75e83b70480ba7b53c7f737ebb4a,F,82,discount,55000,2,2,2,306,252,255,3,51,54,25,1,1,1,0
7106,347a75e83b70480ba7b53c7f737ebb4a,F,82,informational,55000,0,2,2,0,372,405,33,0,0,2,0,0,0,0
7107,347f24ff65324864b9f9ab3e3adc3b5c,F,64,bogo,36000,1,2,2,102,204,348,144,-246,-102,0,0,0,0,0
7108,347f24ff65324864b9f9ab3e3adc3b5c,F,64,discount,36000,0,1,1,0,576,690,114,0,0,0,0,0,0,0
7109,347f24ff65324864b9f9ab3e3adc3b5c,F,64,informational,36000,0,2,2,0,420,423,3,0,0,25,0,0,0,0
7110,348bdc19d65f49b8b98f72c59e64cd89,F,50,bogo,69000,1,1,1,78,0,12,12,66,78,7,1,1,1,0
7111,348bdc19d65f49b8b98f72c59e64cd89,F,50,discount,69000,2,2,2,477,420,423,3,54,57,25,1,1,1,0
7112,348bdc19d65f49b8b98f72c59e64cd89,F,50,informational,69000,0,2,2,0,492,498,6,0,0,14,0,0,0,0
7113,348ebeefcf1d407fa9c00ff05255963b,F,83,discount,117000,4,4,3,355,252,388,136,-32,103,0,-3,0,0,0
7114,348ebeefcf1d407fa9c00ff05255963b,F,83,informational,117000,0,1,1,0,408,492,84,0,0,1,0,0,0,0
7115,3494b039530c491a9dba3d132aa4bbec,F,79,bogo,78000,1,1,1,516,504,510,6,6,12,14,14,7,1,0
7116,3494b039530c491a9dba3d132aa4bbec,F,79,discount,78000,1,1,1,348,336,348,12,0,12,7,100,7,1,1
7117,3494b039530c491a9dba3d132aa4bbec,F,79,informational,78000,0,3,2,0,248,330,82,0,0,1,0,0,0,0
7118,34962645e76943bab69e9aa8c335e574,M,74,discount,36000,2,2,2,513,420,477,57,36,93,1,2,1,1,0
7119,34962645e76943bab69e9aa8c335e574,M,74,informational,36000,0,1,1,0,168,240,72,0,0,1,0,0,0,0
7120,3497bd1dd534441bb31d5f8949fde980,F,20,bogo,48000,0,3,3,0,472,514,42,0,0,2,0,0,0,0
7121,3497bd1dd534441bb31d5f8949fde980,F,20,discount,48000,0,1,1,0,408,456,48,0,0,2,0,0,0,0
7122,3497bd1dd534441bb31d5f8949fde980,F,20,informational,48000,0,2,1,0,84,42,-42,0,0,-2,0,0,0,0
7123,34a1ee1454ef46d0b02567e8bb5f65a7,F,48,bogo,45000,2,2,1,432,372,174,-198,258,60,0,0,1,1,0
7124,34a1ee1454ef46d0b02567e8bb5f65a7,F,48,discount,45000,2,3,1,288,304,12,-292,276,-16,0,0,-6,1,0
7125,34ac11b8099c4b248979bae48616b3c2,M,57,bogo,47000,2,2,1,303,252,174,-78,129,51,-1,0,1,1,0
7126,34ac11b8099c4b248979bae48616b3c2,M,57,discount,47000,3,3,3,350,328,336,8,14,22,11,6,4,1,0
7127,34ac11b8099c4b248979bae48616b3c2,M,57,informational,47000,0,1,1,0,504,558,54,0,0,1,0,0,0,0
7128,34ae07af2aaf458aaf4763c0c658a20a,M,56,bogo,92000,0,1,1,0,336,336,0,0,0,100,0,0,0,0
7129,34ae07af2aaf458aaf4763c0c658a20a,M,56,discount,92000,0,3,3,0,360,364,4,0,0,20,0,0,0,0
7130,34ae07af2aaf458aaf4763c0c658a20a,M,56,informational,92000,0,1,1,0,576,624,48,0,0,2,0,0,0,0
7131,34b216d046e74a53adf47e99b819c882,M,71,bogo,86000,2,2,1,411,372,456,84,-45,39,1,-2,2,0,0
7132,34b216d046e74a53adf47e99b819c882,M,71,discount,86000,1,1,0,66,0,0,0,0,66,0,0,1,0,0
7133,34b216d046e74a53adf47e99b819c882,M,71,informational,86000,0,3,3,0,416,488,72,0,0,1,0,0,0,0
7134,34b8b6c78bd042538c9ce74b7d8e40ca,M,52,bogo,70000,3,3,3,398,384,450,66,-52,14,1,-1,6,0,0
7135,34b8b6c78bd042538c9ce74b7d8e40ca,M,52,discount,70000,1,1,1,594,504,570,66,24,90,1,4,1,1,0
7136,34bdd53626264062ad7789ca342122a1,M,69,bogo,103000,3,3,3,406,384,402,18,4,22,5,20,4,1,0
7137,34bdd53626264062ad7789ca342122a1,M,69,discount,103000,1,1,1,42,0,84,84,-42,42,1,-2,2,0,0
7138,34c0f36f5f504ead86c1378c7d41d8f6,F,60,bogo,35000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7139,34c0f36f5f504ead86c1378c7d41d8f6,F,60,discount,35000,0,4,3,0,354,354,0,0,0,100,0,0,0,0
7140,34c0f36f5f504ead86c1378c7d41d8f6,F,60,informational,35000,0,1,1,0,576,606,30,0,0,3,0,0,0,0
7141,34c439da06614b38aaf261fc448d5c28,M,30,bogo,49000,0,3,3,0,304,316,12,0,0,7,0,0,0,0
7142,34c439da06614b38aaf261fc448d5c28,M,30,discount,49000,2,2,2,636,540,561,21,75,96,4,1,1,1,0
7143,34c9104c14094b4bae602630e09021cf,M,40,bogo,34000,1,3,3,432,248,252,4,180,184,20,0,0,1,0
7144,34c9104c14094b4bae602630e09021cf,M,40,discount,34000,1,2,2,582,336,387,51,195,246,1,0,0,1,0
7145,34d70d84fd3b4fa19a10e0d21836ee08,M,47,bogo,59000,1,1,1,462,408,480,72,-18,54,1,-5,1,0,0
7146,34d70d84fd3b4fa19a10e0d21836ee08,M,47,discount,59000,3,3,3,366,280,310,30,56,86,3,1,1,1,0
7147,34e19e3dc5ea431a810374298da4d28b,M,23,bogo,74000,3,3,3,556,496,516,20,40,60,4,2,1,1,0
7148,34e19e3dc5ea431a810374298da4d28b,M,23,discount,74000,0,3,1,0,168,348,180,0,0,0,0,0,0,0
7149,34e4608290b94a0d9da68bd262f2ad3a,M,72,informational,64000,0,2,2,0,204,204,0,0,0,100,0,0,0,0
7150,34e99d0c0bf242ef8cc4bb601c93fd16,M,58,bogo,92000,0,1,1,0,576,582,6,0,0,14,0,0,0,0
7151,34e99d0c0bf242ef8cc4bb601c93fd16,M,58,discount,92000,0,4,4,0,228,240,12,0,0,7,0,0,0,0
7152,34f4506ab17044b19e562b8d3381e19b,F,57,bogo,91000,1,2,1,516,420,510,90,6,96,1,14,1,1,0
7153,34f4506ab17044b19e562b8d3381e19b,F,57,discount,91000,1,1,0,516,408,0,0,0,108,0,0,0,0,0
7154,34f83b5c0b134f59bdbd1871c960a8ab,M,59,bogo,40000,0,1,1,0,0,36,36,0,0,2,0,0,0,0
7155,34f83b5c0b134f59bdbd1871c960a8ab,M,59,discount,40000,1,3,2,696,416,405,-11,291,280,-10,0,0,1,0
7156,34f83b5c0b134f59bdbd1871c960a8ab,M,59,informational,40000,0,1,1,0,336,396,60,0,0,1,0,0,0,0
7157,34f8936517d14baa92a4fb3af6c1e705,M,62,bogo,40000,1,1,1,396,336,336,0,60,60,100,1,1,1,0
7158,34f8936517d14baa92a4fb3af6c1e705,M,62,discount,40000,1,1,1,24,0,0,0,24,24,100,4,4,1,0
7159,34f8936517d14baa92a4fb3af6c1e705,M,62,informational,40000,0,1,0,0,168,0,0,0,0,0,0,0,0,0
7160,34fd8ac2a1414a1eace74ed3245517fe,F,53,bogo,40000,3,4,4,452,270,289,19,162,182,4,0,0,1,0
7161,34fd8ac2a1414a1eace74ed3245517fe,F,53,discount,40000,1,1,0,456,336,0,0,0,120,0,0,0,0,0
7162,34fe7c1f20874ccc81e2c4506407fa72,M,68,bogo,39000,1,1,1,168,168,174,6,-6,0,14,-20,100,0,0
7163,34fe7c1f20874ccc81e2c4506407fa72,M,68,discount,39000,0,3,2,0,440,474,34,0,0,2,0,0,0,0
7164,35047ada557b416395fdb9e342c97c6f,M,29,bogo,56000,0,4,4,0,288,295,7,0,0,11,0,0,0,0
7165,35047ada557b416395fdb9e342c97c6f,M,29,discount,56000,1,1,1,480,336,336,0,144,144,100,0,0,1,0
7166,3504fbcd34474688ac705a18dbf6f9f9,M,67,bogo,39000,0,2,2,0,456,492,36,0,0,2,0,0,0,0
7167,3504fbcd34474688ac705a18dbf6f9f9,M,67,discount,39000,0,2,2,0,288,309,21,0,0,4,0,0,0,0
7168,3504fbcd34474688ac705a18dbf6f9f9,M,67,informational,39000,0,1,0,0,504,0,0,0,0,0,0,0,0,0
7169,35055ff4289447df8c93739196163b01,F,48,discount,72000,3,3,3,258,192,242,50,16,66,1,5,1,1,0
7170,35055ff4289447df8c93739196163b01,F,48,informational,72000,0,1,1,0,336,378,42,0,0,2,0,0,0,0
7171,35075a458f4043c8bdd3dc33c728826b,M,60,bogo,33000,2,3,2,399,440,414,-26,-15,-41,-4,-7,-2,0,0
7172,35075a458f4043c8bdd3dc33c728826b,M,60,discount,33000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7173,35075a458f4043c8bdd3dc33c728826b,M,60,informational,33000,0,1,0,0,168,0,0,0,0,0,0,0,0,0
7174,350805c5003c4cc3b19495c8ae62a21c,F,48,bogo,49000,0,3,2,0,280,186,-94,0,0,-1,0,0,0,0
7175,350805c5003c4cc3b19495c8ae62a21c,F,48,discount,49000,0,2,0,0,372,0,0,0,0,0,0,0,0,0
7176,350805c5003c4cc3b19495c8ae62a21c,F,48,informational,49000,0,1,0,0,408,0,0,0,0,0,0,0,0,0
7177,350ff0b961e34333b7653f6877e821e1,F,64,bogo,91000,1,1,1,582,576,588,12,-6,6,7,-20,14,0,0
7178,350ff0b961e34333b7653f6877e821e1,F,64,discount,91000,3,3,2,322,192,327,135,-5,130,0,-25,0,0,0
7179,350ff0b961e34333b7653f6877e821e1,F,64,informational,91000,0,1,0,0,336,0,0,0,0,0,0,0,0,0
7180,351086383b524fab8199a86fd34edbbe,O,41,bogo,54000,3,4,4,368,354,381,27,-13,14,3,-8,6,0,0
7181,351086383b524fab8199a86fd34edbbe,O,41,informational,54000,0,1,1,0,408,462,54,0,0,1,0,0,0,0
7182,351781dd504142eca4ffa7c3c0b20d0f,M,21,bogo,35000,0,2,2,0,492,513,21,0,0,4,0,0,0,0
7183,351781dd504142eca4ffa7c3c0b20d0f,M,21,discount,35000,0,2,1,0,336,192,-144,0,0,0,0,0,0,0
7184,351cc28e444941879e3bd3bc041beaa2,F,63,bogo,60000,1,1,1,48,0,120,120,-72,48,0,-1,2,0,0
7185,351cc28e444941879e3bd3bc041beaa2,F,63,discount,60000,2,2,1,510,456,516,60,-6,54,1,-20,1,0,0
7186,352237925fae412d801ac31a531cca82,M,59,bogo,83000,0,2,1,0,252,534,282,0,0,0,0,0,0,0
7187,352237925fae412d801ac31a531cca82,M,59,discount,83000,0,2,1,0,252,342,90,0,0,1,0,0,0,0
7188,352237925fae412d801ac31a531cca82,M,59,informational,83000,0,1,0,0,408,0,0,0,0,0,0,0,0,0
7189,352365e0b86342689793a4be4841d920,M,64,bogo,61000,0,2,1,0,252,0,-252,0,0,0,0,0,0,0
7190,352365e0b86342689793a4be4841d920,M,64,discount,61000,0,4,1,0,372,576,204,0,0,0,0,0,0,0
7191,3526938fb466470190a504a751ec07b0,F,59,bogo,86000,1,2,1,654,372,594,222,60,282,0,1,0,1,0
7192,3526938fb466470190a504a751ec07b0,F,59,discount,86000,3,4,0,510,312,0,0,0,198,0,0,0,0,0
7193,352ccf90feeb4c92a54834c7ad2b66bf,F,52,bogo,87000,3,3,3,234,168,206,38,28,66,2,3,1,1,0
7194,352ccf90feeb4c92a54834c7ad2b66bf,F,52,informational,87000,0,1,1,0,504,510,6,0,0,14,0,0,0,0
7195,352d5ef7eadd4933907c8a1428fca571,M,61,bogo,65000,0,2,2,0,372,372,0,0,0,100,0,0,0,0
7196,352d5ef7eadd4933907c8a1428fca571,M,61,discount,65000,0,1,1,0,504,510,6,0,0,14,0,0,0,0
7197,352d5ef7eadd4933907c8a1428fca571,M,61,informational,65000,0,1,1,0,408,438,30,0,0,3,0,0,0,0
7198,352ecb6e34b347a6bda73ebcc684ed4f,F,67,bogo,76000,0,1,1,0,336,402,66,0,0,1,0,0,0,0
7199,352ecb6e34b347a6bda73ebcc684ed4f,F,67,discount,76000,0,1,0,0,168,0,0,0,0,0,0,0,0,0
7200,352ecb6e34b347a6bda73ebcc684ed4f,F,67,informational,76000,0,3,2,0,496,504,8,0,0,11,0,0,0,0
7201,3539a34f6b894c9e8a0d52742f9a21f8,F,52,discount,63000,2,2,2,375,336,348,12,27,39,7,3,2,1,0
7202,3539a34f6b894c9e8a0d52742f9a21f8,F,52,informational,63000,0,1,1,0,0,12,12,0,0,7,0,0,0,0
7203,35430f8b711c4813a7ede5552b41a802,F,57,bogo,71000,1,1,0,510,504,0,0,0,6,0,0,14,0,0
7204,35430f8b711c4813a7ede5552b41a802,F,57,discount,71000,3,4,2,376,228,294,66,82,148,1,1,0,1,0
7205,354463459f134bd3874bd62d9b1f3625,F,58,discount,108000,2,2,1,582,540,594,54,-12,42,1,-9,2,0,0
7206,354463459f134bd3874bd62d9b1f3625,F,58,informational,108000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
